作者1,作者2,合作次数,1-2单向引用次数,2-1单向引用次数,互引次数
Shen B,Shmakov S,0,3,4,3
Shen B,Parnas O,0,0,0,0
Shen B,Gratz SJ,0,5,0,0
Shen B,Kaplan M,0,9,0,0
Shen B,Gaastra W,0,0,0,0
Shen B,Jansen R,0,1,0,0
Shen B,Polstein LR,0,5,0,0
Shen B,Yosef I,0,1,3,1
Shen B,Nekrasov V,0,0,0,0
Shen B,Gagnon JA,0,1,0,0
Shen B,Chen YC,2,4,0,0
Shen B,Wu Q,0,1,1,1
Shen B,McAnally JR,0,0,0,0
Shen B,Brigham MD,0,1,0,0
Shen B,Shelton JM,0,12,0,0
Shen B,Li YJ,0,0,1,0
Shen B,Heck AJR,0,2,1,1
Shen B,Jackson RN,0,0,2,0
Shen B,Bogorad RL,0,0,0,0
Shen B,Koteliansky V,0,0,0,0
Shen B,Rios X,0,1,0,0
Shen B,Liu Y,0,0,1,0
Shen B,Li DL,0,4,0,0
Shen B,Mongodin EF,0,1,0,0
Shen B,Grishin NV,0,0,0,0
Shen B,Zhang XY,0,0,0,0
Shen B,Liu MY,0,4,0,0
Shen B,Hacohen N,0,0,0,0
Shen B,Bolotin A,0,2,0,0
Shen B,Ehrlich SD,0,2,0,0
Shen B,Ouinquis B,0,2,0,0
Shen B,Sorokin A,0,2,0,0
Shen B,Chen J,2,2,0,0
Shen B,Long CZ,0,2,0,0
Shen B,Chen YL,0,3,0,0
Shen B,Wang Z,0,0,0,0
Shen B,Cummings AM,0,2,0,0
Shen B,Donohue LK,0,1,0,0
Shen B,Braff JL,0,1,0,0
Shen B,Kweon J,0,3,0,0
Shen B,Zhao XY,1,4,0,0
Shen B,Carte J,0,0,3,0
Shen B,Li YM,0,0,0,0
Shen B,Chen WB,0,8,0,0
Shen B,Friedland AE,0,7,0,0
Shen B,Richter C,0,0,6,0
Shen B,Zhang WS,5,1,0,0
Shen B,Kang Y,2,1,0,0
Shen B,Barcena C,0,3,0,0
Shen B,Shao YJ,0,1,0,0
Shen B,Yang L,1,13,0,0
Shen B,Bushman FD,0,0,0,0
Shen B,Carroll D,0,1,0,0
Shen B,Khalili K,0,1,0,0
Shen B,Li JF,0,1,1,1
Shen B,Li YL,0,1,0,0
Shen B,Gao LY,0,0,0,0
Shen B,Mireault AA,0,1,0,0
Shen B,Housden BE,0,0,0,0
Shen B,Greene EC,0,0,0,0
Shen B,Redding S,0,0,0,0
Shen B,Sha JH,3,0,0,0
Shen B,Coute-Monvoisin AC,0,0,2,0
Shen B,Minot S,0,0,0,0
Shen B,Blackburn EH,0,0,0,0
Shen B,Cimini BA,0,0,0,0
Shen B,Li GW,0,2,0,0
Shen B,Schnitzbauer J,0,2,0,0
Shen B,Shabalina SA,0,0,0,0
Shen B,Liu XD,0,0,0,0
Shen B,Xie KB,0,0,1,0
Shen B,Belmonte JCI,0,0,0,0
Shen B,Weeks DP,0,4,0,0
Shen B,Guimaraes C,0,4,0,0
Shen B,Panning B,0,0,0,0
Shen B,Harrison MM,0,2,0,0
Shen B,Wildonger J,0,0,0,0
Shen B,Labonte J,0,1,0,0
Whitehead EH,Zhou KH,0,0,2,0
Whitehead EH,Lundgren M,0,0,4,0
Whitehead EH,Gao CX,0,0,0,0
Whitehead EH,Semenova E,0,0,11,0
Whitehead EH,Ma EB,0,0,0,0
Whitehead EH,Wang T,0,0,0,0
Whitehead EH,Bikard D,0,2,9,2
Whitehead EH,Gasiunas G,0,0,9,0
Whitehead EH,Hartenian E,0,0,0,0
Whitehead EH,Garrett RA,0,0,12,0
Whitehead EH,Nguyen NT,0,0,1,0
Whitehead EH,Li W,0,2,2,2
Whitehead EH,Zhang J,0,0,2,0
Whitehead EH,Thakore PI,0,0,0,0
Whitehead EH,Foden JA,0,0,0,0
Whitehead EH,Garneau JE,0,3,2,2
Whitehead EH,Sabatini DM,0,0,0,0
Whitehead EH,Sorek R,0,3,3,3
Whitehead EH,Slaymaker IM,0,0,0,0
Whitehead EH,Dawlaty MM,0,3,0,0
Whitehead EH,Anderson DG,0,0,0,0
Whitehead EH,Gaj T,0,0,0,0
Whitehead EH,Li H,0,0,4,0
Whitehead EH,Shi X,0,0,0,0
Whitehead EH,Arkin AP,0,0,0,0
Whitehead EH,Aryee MJ,0,0,1,0
Whitehead EH,Dickman MJ,0,0,4,0
Whitehead EH,Barbas CF,0,0,0,0
Whitehead EH,Hwang WY,0,0,0,0
Whitehead EH,Diez-Villasenor C,0,1,4,1
Whitehead EH,Garcia-Martinez J,0,0,4,0
Whitehead EH,Nureki O,0,0,5,0
Whitehead EH,Martin C,0,0,0,0
Whitehead EH,Weinstein JA,0,3,0,0
Whitehead EH,Nishimasu H,0,1,4,1
Whitehead EH,Wang JY,0,0,2,0
Whitehead EH,Chen SD,0,2,0,0
Whitehead EH,Grissa I,0,0,1,0
Whitehead EH,Li J,0,0,1,0
Whitehead EH,Shah SA,0,0,8,0
Whitehead EH,Zhang K,0,0,0,0
Whitehead EH,Wang YP,0,0,0,0
Whitehead EH,Wang Y,0,0,1,0
Whitehead EH,Inoue A,0,0,0,0
Whitehead EH,Mikkelsen TS,0,0,0,0
Whitehead EH,Guilinger JP,0,0,0,0
Whitehead EH,Lin CY,0,0,0,0
Whitehead EH,Heckl D,0,0,0,0
Whitehead EH,Reddy TE,0,0,0,0
Whitehead EH,Wei JJ,0,0,0,0
Whitehead EH,Moosburner M,0,0,0,0
Whitehead EH,Matoba S,0,0,0,0
Whitehead EH,Kleinstiver BP,0,0,1,0
Whitehead EH,Snijders APL,0,0,2,0
Whitehead EH,Bae S,0,0,2,0
Whitehead EH,White MF,0,0,3,0
Whitehead EH,Zhou Q,0,0,0,0
Whitehead EH,Kim D,0,0,0,0
Whitehead EH,Park J,0,0,0,0
Whitehead EH,Xue W,0,0,0,0
Whitehead EH,Prew MS,0,0,1,0
Whitehead EH,Banfield JF,0,0,8,0
Whitehead EH,Crawford GE,0,0,0,0
Whitehead EH,Fineran PC,0,0,13,0
Whitehead EH,Kriz AJ,0,0,0,0
Whitehead EH,Pattanayak V,0,0,0,0
Whitehead EH,Kim H,0,0,0,0
Whitehead EH,Jacks T,0,0,0,0
Whitehead EH,Cascio VM,0,0,0,0
Whitehead EH,Shan QW,0,0,0,0
Whitehead EH,Liu JX,0,0,0,0
Whitehead EH,Topkar VV,0,0,1,0
Whitehead EH,Wang L,0,0,0,0
Whitehead EH,Zhou JK,0,0,0,0
Whitehead EH,Musunuru K,0,0,0,0
Whitehead EH,Staals RHJ,0,0,5,0
Whitehead EH,Qiu JL,0,0,0,0
Whitehead EH,Kim JM,0,0,0,0
Whitehead EH,Vogel J,0,0,2,0
Whitehead EH,Zheng ZL,0,0,1,0
Whitehead EH,Chen KL,0,0,0,0
Whitehead EH,Magadan AH,0,0,5,0
Whitehead EH,Sharma CM,0,0,1,0
Whitehead EH,Zhu JK,0,0,0,0
Whitehead EH,Yin H,0,0,0,0
Whitehead EH,Chen Y,1,0,0,0
Whitehead EH,Hugenholtz P,0,0,0,0
Whitehead EH,Yamamoto T,0,0,0,0
Whitehead EH,Shi LY,0,1,0,0
Whitehead EH,Sola C,0,19,0,0
Whitehead EH,Kim J,0,1,0,0
Whitehead EH,Horlbeck MA,1,2,0,0
Whitehead EH,Niemann S,0,13,0,0
Whitehead EH,Slijkhuis RJH,0,2,1,1
Whitehead EH,Ousterout DG,0,2,0,0
Whitehead EH,Sakuma T,0,2,0,0
Whitehead EH,Wyvekens N,0,0,0,0
Whitehead EH,Ploegh HL,1,1,0,0
Whitehead EH,Vockley CM,0,3,0,0
Whitehead EH,Mao YF,0,3,0,0
Whitehead EH,Xi JJ,0,0,0,0
Whitehead EH,Datsenko KA,0,0,9,0
Whitehead EH,Liu ZR,1,1,0,0
Whitehead EH,Brandman O,1,0,0,0
Whitehead EH,Brar GA,1,15,0,0
Whitehead EH,Morsut L,1,0,0,0
Whitehead EH,Stern-Ginossar N,1,0,0,0
Whitehead EH,Torres SE,1,0,0,0
Whitehead EH,Liang Z,0,0,1,0
Whitehead EH,Villalta JE,1,1,0,0
Whitehead EH,Doudna J,0,1,0,0
Whitehead EH,Villion M,0,0,4,0
Whitehead EH,Essletzbichler P,0,2,0,0
Whitehead EH,Nogales E,0,13,0,0
Whitehead EH,Thapar V,0,0,0,0
Whitehead EH,Storz G,0,0,0,0
Whitehead EH,Waters LS,0,0,0,0
Whitehead EH,Chen L,0,23,1,1
Whitehead EH,Xu J,0,2,0,0
Whitehead EH,Kabadi AM,0,1,0,0
Whitehead EH,Dupuis ME,0,0,3,0
Whitehead EH,Voytas DF,0,0,0,0
Whitehead EH,Taylor DW,0,13,0,0
Whitehead EH,Volz SE,0,4,0,0
Whitehead EH,Wang H,0,0,0,0
Whitehead EH,She QX,0,2,4,2
Whitehead EH,Bassik MC,1,0,0,0
Whitehead EH,Graham DB,0,1,0,0
Whitehead EH,Clevers H,0,0,0,0
Whitehead EH,Xavier RJ,0,3,0,0
Whitehead EH,van Soolingen D,0,0,0,0
Whitehead EH,Heidenreich M,0,0,0,0
Whitehead EH,Feng ZY,0,0,0,0
Whitehead EH,Wei PL,0,0,0,0
Whitehead EH,Chao YJ,0,0,1,0
Whitehead EH,Deltcheva E,0,1,1,1
Whitehead EH,Eckert MR,0,13,1,1
Whitehead EH,Gonzales K,0,2,1,1
Whitehead EH,Pirzada ZA,0,3,1,1
Whitehead EH,Bondy-Denomy J,0,0,6,0
Whitehead EH,Cheng A,0,3,0,0
Whitehead EH,East A,0,0,0,0
Whitehead EH,Schouls LM,0,0,0,0
Whitehead EH,Van Embden JDA,0,0,0,0
Whitehead EH,Qimron U,0,4,5,4
Whitehead EH,Adamson B,1,4,0,0
Whitehead EH,Kosuri S,0,1,0,0
Whitehead EH,Stranges PB,0,2,0,0
Whitehead EH,Kremer K,0,8,0,0
Whitehead EH,Ishitani R,0,0,4,0
Whitehead EH,Hale CR,0,1,2,1
Whitehead EH,Huang B,0,1,0,0
Whitehead EH,Almendros C,0,8,5,5
Whitehead EH,Zhang BT,0,1,0,0
Whitehead EH,Backofen R,0,0,2,0
Whitehead EH,Mokrousov I,0,0,0,0
Whitehead EH,Zhang H,0,0,1,0
Whitehead EH,Graveley BR,0,0,5,0
Whitehead EH,Dadon DB,0,2,0,0
Whitehead EH,Olson S,0,3,4,3
Whitehead EH,Zhao P,0,4,1,1
Whitehead EH,Kunin V,0,1,0,0
Whitehead EH,Nelson KE,0,0,0,0
Whitehead EH,Zhang B,0,0,0,0
Whitehead EH,Puchta H,0,0,0,0
Whitehead EH,Collins JJ,0,3,0,0
Whitehead EH,Davidson AR,0,13,4,4
Whitehead EH,Anders C,0,0,1,0
Whitehead EH,Kampmann M,1,9,0,0
Whitehead EH,Jiang FG,0,4,2,2
Whitehead EH,O'Connor-Giles KM,0,1,0,0
Whitehead EH,Zhao Y,0,0,0,0
Whitehead EH,Fauville-Dufaux M,0,12,0,0
Whitehead EH,Garzelli C,0,13,0,0
Whitehead EH,Gomes HM,0,0,0,0
Whitehead EH,Rasolofo-Razanamparany V,0,8,0,0
Whitehead EH,Rastogi N,0,0,0,0
Whitehead EH,Rigouts L,0,0,0,0
Whitehead EH,Suffys PN,0,1,0,0
Whitehead EH,Tortoli E,0,0,0,0
Whitehead EH,Hilton IB,0,1,0,0
Whitehead EH,Zhang W,0,1,0,0
Whitehead EH,Barendregt A,0,1,2,1
Whitehead EH,Lu TK,0,3,0,0
Whitehead EH,Samai P,0,1,2,1
Whitehead EH,Chen S,0,0,2,0
Whitehead EH,Perrimon N,0,0,0,0
Whitehead EH,Nunez JK,0,13,2,2
Whitehead EH,Yang B,0,0,0,0
Whitehead EH,Al-Hajoj SA,0,0,0,0
Whitehead EH,Allix C,0,1,0,0
Whitehead EH,Aristimuno L,0,1,0,0
Whitehead EH,Arora J,0,1,0,0
Whitehead EH,Baumanis V,0,1,0,0
Whitehead EH,Binder L,0,1,0,0
Whitehead EH,Brudey K,0,0,0,0
Whitehead EH,Cafrune P,0,2,0,0
Whitehead EH,Cataldi A,0,0,0,0
Whitehead EH,Cheong S,0,1,0,0
Whitehead EH,Diel R,0,0,0,0
Whitehead EH,Driscoll JR,0,0,0,0
Whitehead EH,Ellermeier C,0,0,0,0
Whitehead EH,Evans JT,0,0,0,0
Whitehead EH,Ferdinand S,0,0,0,0
Whitehead EH,Garcia de Viedma D,0,12,0,0
Whitehead EH,Gazzola L,0,9,0,0
Whitehead EH,Gori A,0,8,0,0
Whitehead EH,Guttierez MC,0,6,0,0
Whitehead EH,Hawkey PM,0,8,0,0
Whitehead EH,Kadival GV,0,6,0,0
Whitehead EH,Kreiswirth BN,0,6,0,0
Whitehead EH,Kubin M,0,4,0,0
Whitehead EH,Kulkarni SP,0,7,0,0
Whitehead EH,Liens B,0,6,0,0
Whitehead EH,Lillebaek T,0,4,0,0
Whitehead EH,Ly HM,0,8,0,0
Whitehead EH,Narvskaia O,0,6,0,0
Whitehead EH,Naumann L,0,8,0,0
Whitehead EH,Ngeow YF,0,6,0,0
Whitehead EH,Parwati I,0,7,0,0
Whitehead EH,Portaels F,0,0,0,0
Whitehead EH,Prodinger WM,0,4,0,0
Whitehead EH,Rahim Z,0,4,0,0
Whitehead EH,Rasolonavalona T,0,4,0,0
Whitehead EH,Rossetti ML,0,4,0,0
Whitehead EH,Rusch-Gerdes S,0,4,0,0
Whitehead EH,Sajduda A,0,7,0,0
Whitehead EH,Samper S,0,7,0,0
Whitehead EH,Shemyakin IG,0,3,0,0
Whitehead EH,Singh UB,0,6,0,0
Whitehead EH,Skuce RA,0,4,0,0
Whitehead EH,Somoskovi A,0,3,0,0
Whitehead EH,Streicher EM,0,4,0,0
Whitehead EH,Tracevska T,0,11,0,0
Whitehead EH,van Helden PD,0,6,0,0
Whitehead EH,Victor TC,0,4,0,0
Whitehead EH,Vincent V,0,4,0,0
Whitehead EH,Warren RM,0,4,0,0
Whitehead EH,Yap SF,0,4,0,0
Whitehead EH,Zaman K,0,2,0,0
Whitehead EH,Schwank G,0,2,0,0
Whitehead EH,Hu B,0,4,0,0
Whitehead EH,Chen BH,0,9,0,0
Whitehead EH,Langer R,0,4,0,0
Whitehead EH,Wang F,0,2,0,0
Whitehead EH,Orkin SH,0,4,0,0
Whitehead EH,Zhou Y,0,4,0,0
Whitehead EH,Zuris JA,0,4,0,0
Whitehead EH,Hegde M,0,1,0,0
Whitehead EH,Cuppen E,0,4,0,0
Whitehead EH,Olson EN,0,6,0,0
Whitehead EH,Bassel-Duby R,0,6,0,0
Whitehead EH,Liu J,0,8,0,0
Whitehead EH,Sullender M,0,1,0,0
Whitehead EH,Thompson DB,0,2,0,0
Whitehead EH,Tothova Z,0,2,0,0
Whitehead EH,Niu YY,0,0,0,0
Whitehead EH,Smith I,0,4,0,0
Whitehead EH,Pul U,0,2,3,2
Whitehead EH,Wagner R,0,2,3,2
Whitehead EH,Wurm R,0,7,3,3
Whitehead EH,Platt RJ,0,3,0,0
Whitehead EH,Swiech L,0,0,0,0
Whitehead EH,Haurwitz RE,0,0,0,0
Whitehead EH,Li Y,0,3,0,0
Whitehead EH,Ji WZ,0,6,0,0
Whitehead EH,van Duijn E,0,3,0,0
Whitehead EH,D'Ippolito AM,0,0,0,0
Whitehead EH,Perez-Pinera P,0,2,0,0
Whitehead EH,Li Z,0,0,0,0
Whitehead EH,Cowan CA,0,2,0,0
Whitehead EH,Dohmae N,0,0,0,0
Whitehead EH,Salvignol G,0,6,0,0
Whitehead EH,Soria E,0,3,0,0
Whitehead EH,Zhang X,0,3,1,1
Whitehead EH,Li L,0,4,0,0
Whitehead EH,Li M,0,4,1,1
Whitehead EH,Liu JL,0,3,0,0
Whitehead EH,Shmakov S,0,1,4,1
Whitehead EH,Parnas O,0,4,0,0
Whitehead EH,Gratz SJ,0,3,0,0
Whitehead EH,Kaplan M,0,4,0,0
Whitehead EH,Gaastra W,0,4,0,0
Whitehead EH,Jansen R,0,8,0,0
Whitehead EH,Polstein LR,0,3,0,0
Whitehead EH,Yosef I,0,2,3,2
Whitehead EH,Nekrasov V,0,1,0,0
Whitehead EH,Gagnon JA,0,4,0,0
Whitehead EH,Chen YC,0,2,0,0
Whitehead EH,Wu Q,0,5,1,1
Whitehead EH,McAnally JR,0,4,0,0
Whitehead EH,Brigham MD,0,3,0,0
Whitehead EH,Shelton JM,0,2,0,0
Whitehead EH,Li YJ,0,2,1,1
Whitehead EH,Heck AJR,0,0,1,0
Whitehead EH,Jackson RN,0,8,2,2
Whitehead EH,Bogorad RL,0,1,0,0
Whitehead EH,Koteliansky V,0,8,0,0
Whitehead EH,Rios X,0,4,0,0
Whitehead EH,Liu Y,0,2,1,1
Whitehead EH,Li DL,0,7,0,0
Whitehead EH,Mongodin EF,0,1,0,0
Whitehead EH,Grishin NV,0,1,0,0
Whitehead EH,Zhang XY,0,4,0,0
Whitehead EH,Liu MY,0,3,0,0
Whitehead EH,Hacohen N,0,0,0,0
Whitehead EH,Bolotin A,0,3,0,0
Whitehead EH,Ehrlich SD,0,1,0,0
Whitehead EH,Ouinquis B,0,2,0,0
Whitehead EH,Sorokin A,0,0,0,0
Whitehead EH,Chen J,0,5,0,0
Whitehead EH,Long CZ,0,2,0,0
Whitehead EH,Chen YL,0,2,0,0
Whitehead EH,Wang Z,0,4,0,0
Whitehead EH,Cummings AM,0,6,0,0
Whitehead EH,Donohue LK,0,4,0,0
Whitehead EH,Braff JL,0,3,0,0
Whitehead EH,Kweon J,0,0,0,0
Whitehead EH,Zhao XY,0,2,0,0
Whitehead EH,Carte J,0,1,3,1
Whitehead EH,Li YM,0,1,0,0
Whitehead EH,Chen WB,0,1,0,0
Whitehead EH,Friedland AE,0,4,0,0
Whitehead EH,Richter C,0,2,6,2
Whitehead EH,Zhang WS,0,1,0,0
Whitehead EH,Kang Y,0,6,0,0
Whitehead EH,Barcena C,0,0,0,0
Whitehead EH,Shao YJ,0,1,0,0
Whitehead EH,Yang L,0,0,0,0
Whitehead EH,Bushman FD,0,2,0,0
Whitehead EH,Carroll D,0,4,0,0
Whitehead EH,Khalili K,0,1,0,0
Whitehead EH,Li JF,0,0,1,0
Whitehead EH,Li YL,0,3,0,0
Whitehead EH,Gao LY,0,0,0,0
Whitehead EH,Mireault AA,0,1,0,0
Whitehead EH,Housden BE,0,3,0,0
Whitehead EH,Greene EC,0,3,0,0
Whitehead EH,Redding S,0,7,0,0
Whitehead EH,Sha JH,0,0,0,0
Whitehead EH,Coute-Monvoisin AC,0,4,2,2
Whitehead EH,Minot S,0,7,0,0
Whitehead EH,Blackburn EH,0,0,0,0
Whitehead EH,Cimini BA,0,3,0,0
Whitehead EH,Li GW,0,2,0,0
Whitehead EH,Schnitzbauer J,0,0,0,0
Whitehead EH,Shabalina SA,0,3,0,0
Whitehead EH,Liu XD,0,0,0,0
Whitehead EH,Xie KB,0,0,1,0
Whitehead EH,Belmonte JCI,0,0,0,0
Whitehead EH,Weeks DP,0,2,0,0
Whitehead EH,Guimaraes C,1,4,0,0
Whitehead EH,Panning B,1,1,0,0
Whitehead EH,Harrison MM,0,2,0,0
Whitehead EH,Wildonger J,0,4,0,0
Whitehead EH,Labonte J,0,1,0,0
Zhou KH,Lundgren M,1,2,4,2
Zhou KH,Gao CX,0,3,0,0
Zhou KH,Semenova E,0,2,11,2
Zhou KH,Ma EB,2,0,0,0
Zhou KH,Wang T,0,2,0,0
Zhou KH,Bikard D,0,0,9,0
Zhou KH,Gasiunas G,0,2,9,2
Zhou KH,Hartenian E,0,0,0,0
Zhou KH,Garrett RA,0,0,12,0
Zhou KH,Nguyen NT,0,0,1,0
Zhou KH,Li W,0,0,2,0
Zhou KH,Zhang J,0,0,2,0
Zhou KH,Thakore PI,0,0,0,0
Zhou KH,Foden JA,0,1,0,0
Zhou KH,Garneau JE,0,1,2,1
Zhou KH,Sabatini DM,0,1,0,0
Zhou KH,Sorek R,0,1,3,1
Zhou KH,Slaymaker IM,0,1,0,0
Zhou KH,Dawlaty MM,0,0,0,0
Zhou KH,Anderson DG,0,2,0,0
Zhou KH,Gaj T,0,0,0,0
Zhou KH,Li H,0,0,4,0
Zhou KH,Shi X,0,0,0,0
Zhou KH,Arkin AP,0,0,0,0
Zhou KH,Aryee MJ,0,0,1,0
Zhou KH,Dickman MJ,1,0,4,0
Zhou KH,Barbas CF,0,2,0,0
Zhou KH,Hwang WY,0,0,0,0
Zhou KH,Diez-Villasenor C,0,1,4,1
Zhou KH,Garcia-Martinez J,0,4,4,4
Zhou KH,Nureki O,0,0,5,0
Zhou KH,Martin C,0,0,0,0
Zhou KH,Weinstein JA,0,4,0,0
Zhou KH,Nishimasu H,0,4,4,4
Zhou KH,Wang JY,0,0,2,0
Zhou KH,Chen SD,0,0,0,0
Zhou KH,Grissa I,0,2,1,1
Zhou KH,Li J,0,0,1,0
Zhou KH,Shah SA,0,0,8,0
Zhou KH,Zhang K,0,0,0,0
Zhou KH,Wang YP,0,0,0,0
Zhou KH,Wang Y,0,0,1,0
Zhou KH,Inoue A,0,3,0,0
Zhou KH,Mikkelsen TS,0,0,0,0
Zhou KH,Guilinger JP,0,2,0,0
Zhou KH,Lin CY,0,0,0,0
Zhou KH,Heckl D,0,0,0,0
Zhou KH,Reddy TE,0,0,0,0
Zhou KH,Wei JJ,0,2,0,0
Zhou KH,Moosburner M,0,1,0,0
Zhou KH,Matoba S,0,0,0,0
Zhou KH,Kleinstiver BP,0,0,1,0
Zhou KH,Snijders APL,1,1,2,1
Zhou KH,Bae S,0,3,2,2
Zhou KH,White MF,0,3,3,3
Zhou KH,Zhou Q,0,3,0,0
Zhou KH,Kim D,0,3,0,0
Zhou KH,Park J,0,3,0,0
Zhou KH,Xue W,0,3,0,0
Zhou KH,Prew MS,0,0,1,0
Zhou KH,Banfield JF,0,3,8,3
Zhou KH,Crawford GE,0,1,0,0
Zhou KH,Fineran PC,0,4,13,4
Zhou KH,Kriz AJ,0,6,0,0
Zhou KH,Pattanayak V,0,2,0,0
Zhou KH,Kim H,0,0,0,0
Zhou KH,Jacks T,0,0,0,0
Zhou KH,Cascio VM,0,0,0,0
Zhou KH,Shan QW,0,0,0,0
Zhou KH,Liu JX,0,0,0,0
Zhou KH,Topkar VV,0,0,1,0
Zhou KH,Wang L,0,4,0,0
Zhou KH,Zhou JK,0,2,0,0
Zhou KH,Musunuru K,0,2,0,0
Zhou KH,Staals RHJ,0,4,5,4
Zhou KH,Qiu JL,0,0,0,0
Zhou KH,Kim JM,0,2,0,0
Zhou KH,Vogel J,0,2,2,2
Zhou KH,Zheng ZL,0,2,1,1
Zhou KH,Chen KL,0,0,0,0
Zhou KH,Magadan AH,0,2,5,2
Zhou KH,Sharma CM,0,0,1,0
Zhou KH,Zhu JK,0,2,0,0
Zhou KH,Yin H,0,0,0,0
Zhou KH,Chen Y,0,0,0,0
Zhou KH,Hugenholtz P,0,4,0,0
Zhou KH,Yamamoto T,0,4,0,0
Zhou KH,Shi LY,0,4,0,0
Zhou KH,Sola C,0,4,0,0
Zhou KH,Kim J,0,4,0,0
Zhou KH,Horlbeck MA,0,0,0,0
Zhou KH,Niemann S,0,1,0,0
Zhou KH,Slijkhuis RJH,0,1,1,1
Zhou KH,Ousterout DG,0,0,0,0
Zhou KH,Sakuma T,0,0,0,0
Zhou KH,Wyvekens N,0,1,0,0
Zhou KH,Ploegh HL,0,2,0,0
Zhou KH,Vockley CM,0,3,0,0
Zhou KH,Mao YF,0,3,0,0
Zhou KH,Xi JJ,0,0,0,0
Zhou KH,Datsenko KA,0,4,9,4
Zhou KH,Liu ZR,0,3,0,0
Zhou KH,Brandman O,0,0,0,0
Zhou KH,Brar GA,0,3,0,0
Zhou KH,Morsut L,0,0,0,0
Zhou KH,Stern-Ginossar N,0,2,0,0
Zhou KH,Torres SE,0,0,0,0
Zhou KH,Liang Z,0,0,1,0
Zhou KH,Villalta JE,0,3,0,0
Zhou KH,Doudna J,0,0,0,0
Zhou KH,Villion M,0,3,4,3
Zhou KH,Essletzbichler P,0,3,0,0
Zhou KH,Nogales E,3,0,0,0
Zhou KH,Thapar V,0,0,0,0
Zhou KH,Storz G,0,0,0,0
Zhou KH,Waters LS,0,0,0,0
Zhou KH,Chen L,0,4,1,1
Zhou KH,Xu J,0,0,0,0
Zhou KH,Kabadi AM,0,2,0,0
Zhou KH,Dupuis ME,0,2,3,2
Zhou KH,Voytas DF,0,1,0,0
Zhou KH,Taylor DW,2,0,0,0
Zhou KH,Volz SE,0,0,0,0
Zhou KH,Wang H,0,0,0,0
Zhou KH,She QX,0,0,4,0
Zhou KH,Bassik MC,0,0,0,0
Zhou KH,Graham DB,0,0,0,0
Zhou KH,Clevers H,0,0,0,0
Zhou KH,Xavier RJ,0,0,0,0
Zhou KH,van Soolingen D,0,0,0,0
Zhou KH,Heidenreich M,0,0,0,0
Zhou KH,Feng ZY,0,1,0,0
Zhou KH,Wei PL,0,0,0,0
Zhou KH,Chao YJ,0,2,1,1
Zhou KH,Deltcheva E,0,1,1,1
Zhou KH,Eckert MR,0,2,1,1
Zhou KH,Gonzales K,0,0,1,0
Zhou KH,Pirzada ZA,0,0,1,0
Zhou KH,Bondy-Denomy J,0,2,6,2
Zhou KH,Cheng A,0,0,0,0
Zhou KH,East A,0,0,0,0
Zhou KH,Schouls LM,0,0,0,0
Zhou KH,Van Embden JDA,0,0,0,0
Zhou KH,Qimron U,0,0,5,0
Zhou KH,Adamson B,0,0,0,0
Zhou KH,Kosuri S,0,0,0,0
Zhou KH,Stranges PB,0,0,0,0
Zhou KH,Kremer K,0,0,0,0
Zhou KH,Ishitani R,0,0,4,0
Zhou KH,Hale CR,0,0,2,0
Zhou KH,Huang B,0,0,0,0
Zhou KH,Almendros C,0,0,5,0
Zhou KH,Zhang BT,0,0,0,0
Zhou KH,Backofen R,0,0,2,0
Zhou KH,Mokrousov I,0,0,0,0
Zhou KH,Zhang H,0,0,1,0
Zhou KH,Graveley BR,0,0,5,0
Zhou KH,Dadon DB,0,0,0,0
Zhou KH,Olson S,0,0,4,0
Zhou KH,Zhao P,0,0,1,0
Zhou KH,Kunin V,0,0,0,0
Zhou KH,Nelson KE,0,0,0,0
Zhou KH,Zhang B,0,0,0,0
Zhou KH,Puchta H,0,0,0,0
Zhou KH,Collins JJ,0,0,0,0
Zhou KH,Davidson AR,0,0,4,0
Zhou KH,Anders C,1,0,1,0
Zhou KH,Kampmann M,0,0,0,0
Zhou KH,Jiang FG,3,0,2,0
Zhou KH,O'Connor-Giles KM,0,0,0,0
Zhou KH,Zhao Y,0,0,0,0
Zhou KH,Fauville-Dufaux M,0,0,0,0
Zhou KH,Garzelli C,0,0,0,0
Zhou KH,Gomes HM,0,0,0,0
Zhou KH,Rasolofo-Razanamparany V,0,0,0,0
Zhou KH,Rastogi N,0,0,0,0
Zhou KH,Rigouts L,0,0,0,0
Zhou KH,Suffys PN,0,0,0,0
Zhou KH,Tortoli E,0,0,0,0
Zhou KH,Hilton IB,0,0,0,0
Zhou KH,Zhang W,0,0,0,0
Zhou KH,Barendregt A,2,0,2,0
Zhou KH,Lu TK,0,0,0,0
Zhou KH,Samai P,0,0,2,0
Zhou KH,Chen S,0,0,2,0
Zhou KH,Perrimon N,0,0,0,0
Zhou KH,Nunez JK,0,0,2,0
Zhou KH,Yang B,0,0,0,0
Zhou KH,Al-Hajoj SA,0,0,0,0
Zhou KH,Allix C,0,0,0,0
Zhou KH,Aristimuno L,0,0,0,0
Zhou KH,Arora J,0,0,0,0
Zhou KH,Baumanis V,0,0,0,0
Zhou KH,Binder L,0,0,0,0
Zhou KH,Brudey K,0,1,0,0
Zhou KH,Cafrune P,0,0,0,0
Zhou KH,Cataldi A,0,2,0,0
Zhou KH,Cheong S,0,1,0,0
