ELEMENT,PT FOOT-NOTE,COORD1,COORD2,COORD3
2609,6,1.057,196.1,1.211
2609,7,3.943,196.1,1.789
2609,8,3.943,196.1,1.211
2610,1,1.057,198.9,0.7887
2610,2,1.057,198.9,0.2113
2610,3,3.943,198.9,0.7887
2610,4,3.943,198.9,0.2113
2610,5,1.057,196.1,0.7887
2610,6,1.057,196.1,0.2113
2610,7,3.943,196.1,0.7887
2610,8,3.943,196.1,0.2113
2611,1,6.057,198.9,2.789
2611,2,6.057,198.9,2.212
2611,3,8.943,198.9,2.789
2611,4,8.943,198.9,2.212
2611,5,6.057,196.1,2.789
2611,6,6.057,196.1,2.212
2611,7,8.943,196.1,2.789
2611,8,8.943,196.1,2.212
2612,1,6.057,198.9,1.789
2612,2,6.057,198.9,1.211
2612,3,8.943,198.9,1.789
2612,4,8.943,198.9,1.211
2612,5,6.057,196.1,1.789
2612,6,6.057,196.1,1.211
2612,7,8.943,196.1,1.789
2612,8,8.943,196.1,1.211
2613,1,6.057,198.9,0.7887
2613,2,6.057,198.9,0.2113
2613,3,8.943,198.9,0.7887
2613,4,8.943,198.9,0.2113
2613,5,6.057,196.1,0.7887
2613,6,6.057,196.1,0.2113
2613,7,8.943,196.1,0.7887
2613,8,8.943,196.1,0.2113
2614,1,11.06,198.9,2.789
2614,2,11.06,198.9,2.212
2614,3,13.94,198.9,2.789
2614,4,13.94,198.9,2.212
2614,5,11.06,196.1,2.789
2614,6,11.06,196.1,2.212
2614,7,13.94,196.1,2.789
2614,8,13.94,196.1,2.212
2615,1,11.06,198.9,1.789
2615,2,11.06,198.9,1.211
2615,3,13.94,198.9,1.789
2615,4,13.94,198.9,1.211
2615,5,11.06,196.1,1.789
2615,6,11.06,196.1,1.211
2615,7,13.94,196.1,1.789
2615,8,13.94,196.1,1.211
2616,1,11.06,198.9,0.7887
2616,2,11.06,198.9,0.2113
2616,3,13.94,198.9,0.7887
2616,4,13.94,198.9,0.2113
2616,5,11.06,196.1,0.7887
2616,6,11.06,196.1,0.2113
2616,7,13.94,196.1,0.7887
2616,8,13.94,196.1,0.2113
2617,1,16.06,198.9,2.789
2617,2,16.06,198.9,2.212
2617,3,18.94,198.9,2.789
2617,4,18.94,198.9,2.212
2617,5,16.06,196.1,2.789
2617,6,16.06,196.1,2.212
2617,7,18.94,196.1,2.789
2617,8,18.94,196.1,2.212
2618,1,16.06,198.9,1.789
2618,2,16.06,198.9,1.211
2618,3,18.94,198.9,1.789
2618,4,18.94,198.9,1.211
2618,5,16.06,196.1,1.789
2618,6,16.06,196.1,1.211
2618,7,18.94,196.1,1.789
2618,8,18.94,196.1,1.211
2619,1,16.06,198.9,0.7887
2619,2,16.06,198.9,0.2113
2619,3,18.94,198.9,0.7887
2619,4,18.94,198.9,0.2113
2619,5,16.06,196.1,0.7887
2619,6,16.06,196.1,0.2113
2619,7,18.94,196.1,0.7887
2619,8,18.94,196.1,0.2113
2620,1,21.06,198.9,2.789
2620,2,21.06,198.9,2.212
2620,3,23.94,198.9,2.789
2620,4,23.94,198.9,2.212
2620,5,21.06,196.1,2.789
2620,6,21.06,196.1,2.212
2620,7,23.94,196.1,2.789
2620,8,23.94,196.1,2.212
2621,1,21.06,198.9,1.789
2621,2,21.06,198.9,1.211
2621,3,23.94,198.9,1.789
2621,4,23.94,198.9,1.211
2621,5,21.06,196.1,1.789
2621,6,21.06,196.1,1.211
2621,7,23.94,196.1,1.789
2621,8,23.94,196.1,1.211
2622,1,21.06,198.9,0.7887
2622,2,21.06,198.9,0.2113
2622,3,23.94,198.9,0.7887
2622,4,23.94,198.9,0.2113
2622,5,21.06,196.1,0.7887
2622,6,21.06,196.1,0.2113
2622,7,23.94,196.1,0.7887
2622,8,23.94,196.1,0.2113
2623,1,26.06,198.9,2.789
2623,2,26.06,198.9,2.212
2623,3,28.94,198.9,2.789
2623,4,28.94,198.9,2.212
2623,5,26.06,196.1,2.789
2623,6,26.06,196.1,2.212
2623,7,28.94,196.1,2.789
2623,8,28.94,196.1,2.212
2624,1,26.06,198.9,1.789
2624,2,26.06,198.9,1.211
2624,3,28.94,198.9,1.789
2624,4,28.94,198.9,1.211
2624,5,26.06,196.1,1.789
2624,6,26.06,196.1,1.211
2624,7,28.94,196.1,1.789
2624,8,28.94,196.1,1.211
2625,1,26.06,198.9,0.7887
2625,2,26.06,198.9,0.2113
2625,3,28.94,198.9,0.7887
2625,4,28.94,198.9,0.2113
2625,5,26.06,196.1,0.7887
2625,6,26.06,196.1,0.2113
2625,7,28.94,196.1,0.7887
2625,8,28.94,196.1,0.2113
2626,1,31.06,198.9,2.789
2626,2,31.06,198.9,2.212
2626,3,33.94,198.9,2.789
2626,4,33.94,198.9,2.211
2626,5,31.06,196.1,2.789
2626,6,31.06,196.1,2.212
2626,7,33.94,196.1,2.789
2626,8,33.94,196.1,2.211
2627,1,31.06,198.9,1.789
2627,2,31.06,198.9,1.211
2627,3,33.94,198.9,1.789
2627,4,33.94,198.9,1.211
2627,5,31.06,196.1,1.789
2627,6,31.06,196.1,1.211
2627,7,33.94,196.1,1.789
2627,8,33.94,196.1,1.211
2628,1,31.06,198.9,0.7887
2628,2,31.06,198.9,0.2113
2628,3,33.94,198.9,0.7887
2628,4,33.94,198.9,0.2113
2628,5,31.06,196.1,0.7887
2628,6,31.06,196.1,0.2113
2628,7,33.94,196.1,0.7887
2628,8,33.94,196.1,0.2113
2629,1,36.06,198.9,2.789
2629,2,36.06,198.9,2.212
2629,3,38.94,198.9,2.789
2629,4,38.94,198.9,2.211
2629,5,36.06,196.1,2.789
2629,6,36.06,196.1,2.212
2629,7,38.94,196.1,2.789
2629,8,38.94,196.1,2.211
2630,1,36.06,198.9,1.789
2630,2,36.06,198.9,1.211
2630,3,38.94,198.9,1.789
2630,4,38.94,198.9,1.211
2630,5,36.06,196.1,1.789
2630,6,36.06,196.1,1.211
2630,7,38.94,196.1,1.789
2630,8,38.94,196.1,1.211
2631,1,36.06,198.9,0.7887
2631,2,36.06,198.9,0.2113
2631,3,38.94,198.9,0.7887
2631,4,38.94,198.9,0.2113
2631,5,36.06,196.1,0.7887
2631,6,36.06,196.1,0.2113
2631,7,38.94,196.1,0.7887
2631,8,38.94,196.1,0.2113
2650,1,-38.94,203.9,2.789
2650,2,-38.94,203.9,2.211
2650,3,-36.06,203.9,2.789
2650,4,-36.06,203.9,2.212
2650,5,-38.94,201.1,2.789
2650,6,-38.94,201.1,2.211
2650,7,-36.06,201.1,2.789
2650,8,-36.06,201.1,2.212
2651,1,-38.94,203.9,1.789
2651,2,-38.94,203.9,1.211
2651,3,-36.06,203.9,1.789
2651,4,-36.06,203.9,1.211
2651,5,-38.94,201.1,1.789
2651,6,-38.94,201.1,1.211
2651,7,-36.06,201.1,1.789
2651,8,-36.06,201.1,1.211
2652,1,-38.94,203.9,0.7887
2652,2,-38.94,203.9,0.2113
2652,3,-36.06,203.9,0.7887
2652,4,-36.06,203.9,0.2113
2652,5,-38.94,201.1,0.7887
2652,6,-38.94,201.1,0.2113
2652,7,-36.06,201.1,0.7887
2652,8,-36.06,201.1,0.2113
2653,1,-33.94,203.9,2.789
2653,2,-33.94,203.9,2.211
2653,3,-31.06,203.9,2.789
2653,4,-31.06,203.9,2.212
2653,5,-33.94,201.1,2.789
2653,6,-33.94,201.1,2.211
2653,7,-31.06,201.1,2.789
2653,8,-31.06,201.1,2.212
2654,1,-33.94,203.9,1.789
2654,2,-33.94,203.9,1.211
2654,3,-31.06,203.9,1.789
2654,4,-31.06,203.9,1.211
2654,5,-33.94,201.1,1.789
2654,6,-33.94,201.1,1.211
2654,7,-31.06,201.1,1.789
2654,8,-31.06,201.1,1.211
2655,1,-33.94,203.9,0.7887
2655,2,-33.94,203.9,0.2113
2655,3,-31.06,203.9,0.7887
2655,4,-31.06,203.9,0.2113
2655,5,-33.94,201.1,0.7887
2655,6,-33.94,201.1,0.2113
2655,7,-31.06,201.1,0.7887
2655,8,-31.06,201.1,0.2113
2656,1,-28.94,203.9,2.789
2656,2,-28.94,203.9,2.212
2656,3,-26.06,203.9,2.789
2656,4,-26.06,203.9,2.212
2656,5,-28.94,201.1,2.789
2656,6,-28.94,201.1,2.212
2656,7,-26.06,201.1,2.789
2656,8,-26.06,201.1,2.212
2657,1,-28.94,203.9,1.789
2657,2,-28.94,203.9,1.211
2657,3,-26.06,203.9,1.789
2657,4,-26.06,203.9,1.211
2657,5,-28.94,201.1,1.789
2657,6,-28.94,201.1,1.211
2657,7,-26.06,201.1,1.789
2657,8,-26.06,201.1,1.211
2658,1,-28.94,203.9,0.7887
2658,2,-28.94,203.9,0.2113
2658,3,-26.06,203.9,0.7887
2658,4,-26.06,203.9,0.2113
2658,5,-28.94,201.1,0.7887
2658,6,-28.94,201.1,0.2113
2658,7,-26.06,201.1,0.7887
2658,8,-26.06,201.1,0.2113
2659,1,-23.94,203.9,2.789
2659,2,-23.94,203.9,2.212
2659,3,-21.06,203.9,2.789
2659,4,-21.06,203.9,2.212
2659,5,-23.94,201.1,2.789
2659,6,-23.94,201.1,2.212
2659,7,-21.06,201.1,2.789
2659,8,-21.06,201.1,2.212
2660,1,-23.94,203.9,1.789
2660,2,-23.94,203.9,1.211
2660,3,-21.06,203.9,1.789
2660,4,-21.06,203.9,1.211
2660,5,-23.94,201.1,1.789
2660,6,-23.94,201.1,1.211
2660,7,-21.06,201.1,1.789
2660,8,-21.06,201.1,1.211
2661,1,-23.94,203.9,0.7887
2661,2,-23.94,203.9,0.2113
2661,3,-21.06,203.9,0.7887
2661,4,-21.06,203.9,0.2113
2661,5,-23.94,201.1,0.7887
2661,6,-23.94,201.1,0.2113
2661,7,-21.06,201.1,0.7887
2661,8,-21.06,201.1,0.2113
2662,1,-18.94,203.9,2.789
2662,2,-18.94,203.9,2.212
2662,3,-16.06,203.9,2.789
2662,4,-16.06,203.9,2.212
2662,5,-18.94,201.1,2.789
2662,6,-18.94,201.1,2.212
2662,7,-16.06,201.1,2.789
2662,8,-16.06,201.1,2.212
2663,1,-18.94,203.9,1.789
2663,2,-18.94,203.9,1.211
2663,3,-16.06,203.9,1.789
2663,4,-16.06,203.9,1.211
2663,5,-18.94,201.1,1.789
2663,6,-18.94,201.1,1.211
2663,7,-16.06,201.1,1.789
2663,8,-16.06,201.1,1.211
2664,1,-18.94,203.9,0.7887
2664,2,-18.94,203.9,0.2113
2664,3,-16.06,203.9,0.7887
2664,4,-16.06,203.9,0.2113
2664,5,-18.94,201.1,0.7887
2664,6,-18.94,201.1,0.2113
2664,7,-16.06,201.1,0.7887
2664,8,-16.06,201.1,0.2113
2665,1,-13.94,203.9,2.789
2665,2,-13.94,203.9,2.212
2665,3,-11.06,203.9,2.789
2665,4,-11.06,203.9,2.212
2665,5,-13.94,201.1,2.789
2665,6,-13.94,201.1,2.212
2665,7,-11.06,201.1,2.789
2665,8,-11.06,201.1,2.212
2666,1,-13.94,203.9,1.789
2666,2,-13.94,203.9,1.211
2666,3,-11.06,203.9,1.789
2666,4,-11.06,203.9,1.211
2666,5,-13.94,201.1,1.789
2666,6,-13.94,201.1,1.211
2666,7,-11.06,201.1,1.789
2666,8,-11.06,201.1,1.211
2667,1,-13.94,203.9,0.7887
2667,2,-13.94,203.9,0.2113
2667,3,-11.06,203.9,0.7887
2667,4,-11.06,203.9,0.2113
2667,5,-13.94,201.1,0.7887
2667,6,-13.94,201.1,0.2113
2667,7,-11.06,201.1,0.7887
2667,8,-11.06,201.1,0.2113
2668,1,-8.943,203.9,2.789
2668,2,-8.943,203.9,2.212
2668,3,-6.057,203.9,2.789
2668,4,-6.057,203.9,2.212
2668,5,-8.943,201.1,2.789
2668,6,-8.943,201.1,2.212
2668,7,-6.057,201.1,2.789
2668,8,-6.057,201.1,2.212
2669,1,-8.943,203.9,1.789
2669,2,-8.943,203.9,1.211
2669,3,-6.057,203.9,1.789
2669,4,-6.057,203.9,1.211
2669,5,-8.943,201.1,1.789
2669,6,-8.943,201.1,1.211
2669,7,-6.057,201.1,1.789
2669,8,-6.057,201.1,1.211
2670,1,-8.943,203.9,0.7887
2670,2,-8.943,203.9,0.2113
2670,3,-6.057,203.9,0.7887
2670,4,-6.057,203.9,0.2113
2670,5,-8.943,201.1,0.7887
2670,6,-8.943,201.1,0.2113
2670,7,-6.057,201.1,0.7887
2670,8,-6.057,201.1,0.2113
2671,1,-3.943,203.9,2.789
2671,2,-3.943,203.9,2.212
2671,3,-1.057,203.9,2.789
2671,4,-1.057,203.9,2.212
2671,5,-3.943,201.1,2.789
2671,6,-3.943,201.1,2.212
2671,7,-1.057,201.1,2.789
2671,8,-1.057,201.1,2.212
2672,1,-3.943,203.9,1.789
2672,2,-3.943,203.9,1.211
2672,3,-1.057,203.9,1.789
2672,4,-1.057,203.9,1.211
2672,5,-3.943,201.1,1.789
2672,6,-3.943,201.1,1.211
2672,7,-1.057,201.1,1.789
2672,8,-1.057,201.1,1.211
2673,1,-3.943,203.9,0.7887
2673,2,-3.943,203.9,0.2113
2673,3,-1.057,203.9,0.7887
2673,4,-1.057,203.9,0.2113
2673,5,-3.943,201.1,0.7887
2673,6,-3.943,201.1,0.2113
2673,7,-1.057,201.1,0.7887
2673,8,-1.057,201.1,0.2113
2674,1,1.057,203.9,2.789
2674,2,1.057,203.9,2.212
2674,3,3.943,203.9,2.789
2674,4,3.943,203.9,2.212
2674,5,1.057,201.1,2.789
2674,6,1.057,201.1,2.212
2674,7,3.943,201.1,2.789
2674,8,3.943,201.1,2.212
2675,1,1.057,203.9,1.789
2675,2,1.057,203.9,1.211
2675,3,3.943,203.9,1.789
2675,4,3.943,203.9,1.211
2675,5,1.057,201.1,1.789
2675,6,1.057,201.1,1.211
2675,7,3.943,201.1,1.789
2675,8,3.943,201.1,1.211
2676,1,1.057,203.9,0.7887
2676,2,1.057,203.9,0.2113
2676,3,3.943,203.9,0.7887
2676,4,3.943,203.9,0.2113
2676,5,1.057,201.1,0.7887
2676,6,1.057,201.1,0.2113
2676,7,3.943,201.1,0.7887
2676,8,3.943,201.1,0.2113
2677,1,6.057,203.9,2.789
2677,2,6.057,203.9,2.212
2677,3,8.943,203.9,2.789
2677,4,8.943,203.9,2.212
2677,5,6.057,201.1,2.789
2677,6,6.057,201.1,2.212
2677,7,8.943,201.1,2.789
2677,8,8.943,201.1,2.212
2678,1,6.057,203.9,1.789
2678,2,6.057,203.9,1.211
2678,3,8.943,203.9,1.789
2678,4,8.943,203.9,1.211
2678,5,6.057,201.1,1.789
2678,6,6.057,201.1,1.211
2678,7,8.943,201.1,1.789
2678,8,8.943,201.1,1.211
2679,1,6.057,203.9,0.7887
2679,2,6.057,203.9,0.2113
2679,3,8.943,203.9,0.7887
2679,4,8.943,203.9,0.2113
2679,5,6.057,201.1,0.7887
2679,6,6.057,201.1,0.2113
2679,7,8.943,201.1,0.7887
2679,8,8.943,201.1,0.2113
2680,1,11.06,203.9,2.789
2680,2,11.06,203.9,2.212
2680,3,13.94,203.9,2.789
2680,4,13.94,203.9,2.212
2680,5,11.06,201.1,2.789
2680,6,11.06,201.1,2.212
2680,7,13.94,201.1,2.789
2680,8,13.94,201.1,2.212
2681,1,11.06,203.9,1.789
2681,2,11.06,203.9,1.211
2681,3,13.94,203.9,1.789
2681,4,13.94,203.9,1.211
2681,5,11.06,201.1,1.789
2681,6,11.06,201.1,1.211
2681,7,13.94,201.1,1.789
2681,8,13.94,201.1,1.211
2682,1,11.06,203.9,0.7887
2682,2,11.06,203.9,0.2113
2682,3,13.94,203.9,0.7887
2682,4,13.94,203.9,0.2113
2682,5,11.06,201.1,0.7887
2682,6,11.06,201.1,0.2113
2682,7,13.94,201.1,0.7887
2682,8,13.94,201.1,0.2113
2683,1,16.06,203.9,2.789
2683,2,16.06,203.9,2.212
2683,3,18.94,203.9,2.789
2683,4,18.94,203.9,2.212
2683,5,16.06,201.1,2.789
2683,6,16.06,201.1,2.212
2683,7,18.94,201.1,2.789
2683,8,18.94,201.1,2.212
2684,1,16.06,203.9,1.789
2684,2,16.06,203.9,1.211
2684,3,18.94,203.9,1.789
2684,4,18.94,203.9,1.211
2684,5,16.06,201.1,1.789
2684,6,16.06,201.1,1.211
2684,7,18.94,201.1,1.789
2684,8,18.94,201.1,1.211
2685,1,16.06,203.9,0.7887
2685,2,16.06,203.9,0.2113
2685,3,18.94,203.9,0.7887
2685,4,18.94,203.9,0.2113
2685,5,16.06,201.1,0.7887
2685,6,16.06,201.1,0.2113
2685,7,18.94,201.1,0.7887
2685,8,18.94,201.1,0.2113
2686,1,21.06,203.9,2.789
2686,2,21.06,203.9,2.212
2686,3,23.94,203.9,2.789
2686,4,23.94,203.9,2.212
2686,5,21.06,201.1,2.789
2686,6,21.06,201.1,2.212
2686,7,23.94,201.1,2.789
2686,8,23.94,201.1,2.212
2687,1,21.06,203.9,1.789
2687,2,21.06,203.9,1.211
2687,3,23.94,203.9,1.789
2687,4,23.94,203.9,1.211
2687,5,21.06,201.1,1.789
2687,6,21.06,201.1,1.211
2687,7,23.94,201.1,1.789
2687,8,23.94,201.1,1.211
2688,1,21.06,203.9,0.7887
2688,2,21.06,203.9,0.2113
2688,3,23.94,203.9,0.7887
2688,4,23.94,203.9,0.2113
2688,5,21.06,201.1,0.7887
2688,6,21.06,201.1,0.2113
2688,7,23.94,201.1,0.7887
2688,8,23.94,201.1,0.2113
2689,1,26.06,203.9,2.789
2689,2,26.06,203.9,2.212
2689,3,28.94,203.9,2.789
2689,4,28.94,203.9,2.212
2689,5,26.06,201.1,2.789
2689,6,26.06,201.1,2.212
2689,7,28.94,201.1,2.789
2689,8,28.94,201.1,2.212
2690,1,26.06,203.9,1.789
2690,2,26.06,203.9,1.211
2690,3,28.94,203.9,1.789
2690,4,28.94,203.9,1.211
2690,5,26.06,201.1,1.789
2690,6,26.06,201.1,1.211
2690,7,28.94,201.1,1.789
2690,8,28.94,201.1,1.211
2691,1,26.06,203.9,0.7887
2691,2,26.06,203.9,0.2113
2691,3,28.94,203.9,0.7887
2691,4,28.94,203.9,0.2113
2691,5,26.06,201.1,0.7887
2691,6,26.06,201.1,0.2113
2691,7,28.94,201.1,0.7887
2691,8,28.94,201.1,0.2113
2692,1,31.06,203.9,2.789
2692,2,31.06,203.9,2.212
2692,3,33.94,203.9,2.789
2692,4,33.94,203.9,2.211
2692,5,31.06,201.1,2.789
2692,6,31.06,201.1,2.212
2692,7,33.94,201.1,2.789
2692,8,33.94,201.1,2.211
2693,1,31.06,203.9,1.789
2693,2,31.06,203.9,1.211
2693,3,33.94,203.9,1.789
2693,4,33.94,203.9,1.211
2693,5,31.06,201.1,1.789
2693,6,31.06,201.1,1.211
2693,7,33.94,201.1,1.789
2693,8,33.94,201.1,1.211
2694,1,31.06,203.9,0.7887
2694,2,31.06,203.9,0.2113
2694,3,33.94,203.9,0.7887
2694,4,33.94,203.9,0.2113
2694,5,31.06,201.1,0.7887
2694,6,31.06,201.1,0.2113
2694,7,33.94,201.1,0.7887
2694,8,33.94,201.1,0.2113
2695,1,36.06,203.9,2.789
2695,2,36.06,203.9,2.212
2695,3,38.94,203.9,2.789
2695,4,38.94,203.9,2.211
2695,5,36.06,201.1,2.789
2695,6,36.06,201.1,2.212
2695,7,38.94,201.1,2.789
2695,8,38.94,201.1,2.211
2696,1,36.06,203.9,1.789
2696,2,36.06,203.9,1.211
2696,3,38.94,203.9,1.789
2696,4,38.94,203.9,1.211
2696,5,36.06,201.1,1.789
2696,6,36.06,201.1,1.211
2696,7,38.94,201.1,1.789
2696,8,38.94,201.1,1.211
2697,1,36.06,203.9,0.7887
2697,2,36.06,203.9,0.2113
2697,3,38.94,203.9,0.7887
2697,4,38.94,203.9,0.2113
2697,5,36.06,201.1,0.7887
2697,6,36.06,201.1,0.2113
2697,7,38.94,201.1,0.7887
2697,8,38.94,201.1,0.2113
2716,1,-38.94,208.9,2.789
2716,2,-38.94,208.9,2.211
2716,3,-36.06,208.9,2.789
2716,4,-36.06,208.9,2.212
2716,5,-38.94,206.1,2.789
2716,6,-38.94,206.1,2.211
2716,7,-36.06,206.1,2.789
2716,8,-36.06,206.1,2.212
2717,1,-38.94,208.9,1.789
2717,2,-38.94,208.9,1.211
2717,3,-36.06,208.9,1.789
2717,4,-36.06,208.9,1.211
2717,5,-38.94,206.1,1.789
2717,6,-38.94,206.1,1.211
2717,7,-36.06,206.1,1.789
2717,8,-36.06,206.1,1.211
2718,1,-38.94,208.9,0.7887
2718,2,-38.94,208.9,0.2113
2718,3,-36.06,208.9,0.7887
2718,4,-36.06,208.9,0.2113
2718,5,-38.94,206.1,0.7887
2718,6,-38.94,206.1,0.2113
2718,7,-36.06,206.1,0.7887
2718,8,-36.06,206.1,0.2113
2719,1,-33.94,208.9,2.789
2719,2,-33.94,208.9,2.211
2719,3,-31.06,208.9,2.789
2719,4,-31.06,208.9,2.212
2719,5,-33.94,206.1,2.789
2719,6,-33.94,206.1,2.211
2719,7,-31.06,206.1,2.789
2719,8,-31.06,206.1,2.212
2720,1,-33.94,208.9,1.789
2720,2,-33.94,208.9,1.211
2720,3,-31.06,208.9,1.789
2720,4,-31.06,208.9,1.211
2720,5,-33.94,206.1,1.789
2720,6,-33.94,206.1,1.211
2720,7,-31.06,206.1,1.789
2720,8,-31.06,206.1,1.211
2721,1,-33.94,208.9,0.7887
2721,2,-33.94,208.9,0.2113
2721,3,-31.06,208.9,0.7887
2721,4,-31.06,208.9,0.2113
2721,5,-33.94,206.1,0.7887
2721,6,-33.94,206.1,0.2113
2721,7,-31.06,206.1,0.7887
2721,8,-31.06,206.1,0.2113
2722,1,-28.94,208.9,2.789
2722,2,-28.94,208.9,2.212
2722,3,-26.06,208.9,2.789
2722,4,-26.06,208.9,2.212
2722,5,-28.94,206.1,2.789
2722,6,-28.94,206.1,2.212
2722,7,-26.06,206.1,2.789
2722,8,-26.06,206.1,2.212
2723,1,-28.94,208.9,1.789
2723,2,-28.94,208.9,1.211
2723,3,-26.06,208.9,1.789
2723,4,-26.06,208.9,1.211
2723,5,-28.94,206.1,1.789
2723,6,-28.94,206.1,1.211
2723,7,-26.06,206.1,1.789
2723,8,-26.06,206.1,1.211
2724,1,-28.94,208.9,0.7887
2724,2,-28.94,208.9,0.2113
2724,3,-26.06,208.9,0.7887
2724,4,-26.06,208.9,0.2113
2724,5,-28.94,206.1,0.7887
2724,6,-28.94,206.1,0.2113
2724,7,-26.06,206.1,0.7887
2724,8,-26.06,206.1,0.2113
2725,1,-23.94,208.9,2.789
2725,2,-23.94,208.9,2.212
2725,3,-21.06,208.9,2.789
2725,4,-21.06,208.9,2.212
2725,5,-23.94,206.1,2.789
2725,6,-23.94,206.1,2.212
2725,7,-21.06,206.1,2.789
2725,8,-21.06,206.1,2.212
2726,1,-23.94,208.9,1.789
2726,2,-23.94,208.9,1.211
2726,3,-21.06,208.9,1.789
2726,4,-21.06,208.9,1.211
2726,5,-23.94,206.1,1.789
2726,6,-23.94,206.1,1.211
2726,7,-21.06,206.1,1.789
2726,8,-21.06,206.1,1.211
2727,1,-23.94,208.9,0.7887
2727,2,-23.94,208.9,0.2113
2727,3,-21.06,208.9,0.7887
2727,4,-21.06,208.9,0.2113
2727,5,-23.94,206.1,0.7887
2727,6,-23.94,206.1,0.2113
2727,7,-21.06,206.1,0.7887
2727,8,-21.06,206.1,0.2113
2728,1,-18.94,208.9,2.789
2728,2,-18.94,208.9,2.212
2728,3,-16.06,208.9,2.789
2728,4,-16.06,208.9,2.212
2728,5,-18.94,206.1,2.789
2728,6,-18.94,206.1,2.212
2728,7,-16.06,206.1,2.789
2728,8,-16.06,206.1,2.212
2729,1,-18.94,208.9,1.789
2729,2,-18.94,208.9,1.211
2729,3,-16.06,208.9,1.789
2729,4,-16.06,208.9,1.211
2729,5,-18.94,206.1,1.789
2729,6,-18.94,206.1,1.211
2729,7,-16.06,206.1,1.789
2729,8,-16.06,206.1,1.211
2730,1,-18.94,208.9,0.7887
2730,2,-18.94,208.9,0.2113
2730,3,-16.06,208.9,0.7887
2730,4,-16.06,208.9,0.2113
2730,5,-18.94,206.1,0.7887
2730,6,-18.94,206.1,0.2113
2730,7,-16.06,206.1,0.7887
2730,8,-16.06,206.1,0.2113
2731,1,-13.94,208.9,2.789
2731,2,-13.94,208.9,2.212
2731,3,-11.06,208.9,2.789
2731,4,-11.06,208.9,2.212
2731,5,-13.94,206.1,2.789
2731,6,-13.94,206.1,2.212
2731,7,-11.06,206.1,2.789
2731,8,-11.06,206.1,2.212
2732,1,-13.94,208.9,1.789
2732,2,-13.94,208.9,1.211
2732,3,-11.06,208.9,1.789
2732,4,-11.06,208.9,1.211
2732,5,-13.94,206.1,1.789
2732,6,-13.94,206.1,1.211
2732,7,-11.06,206.1,1.789
2732,8,-11.06,206.1,1.211
2733,1,-13.94,208.9,0.7887
2733,2,-13.94,208.9,0.2113
2733,3,-11.06,208.9,0.7887
2733,4,-11.06,208.9,0.2113
2733,5,-13.94,206.1,0.7887
2733,6,-13.94,206.1,0.2113
2733,7,-11.06,206.1,0.7887
2733,8,-11.06,206.1,0.2113
2734,1,-8.943,208.9,2.789
2734,2,-8.943,208.9,2.212
2734,3,-6.057,208.9,2.789
2734,4,-6.057,208.9,2.212
2734,5,-8.943,206.1,2.789
2734,6,-8.943,206.1,2.212
2734,7,-6.057,206.1,2.789
2734,8,-6.057,206.1,2.212
2735,1,-8.943,208.9,1.789
2735,2,-8.943,208.9,1.211
2735,3,-6.057,208.9,1.789
2735,4,-6.057,208.9,1.211
2735,5,-8.943,206.1,1.789
2735,6,-8.943,206.1,1.211
2735,7,-6.057,206.1,1.789
2735,8,-6.057,206.1,1.211
2736,1,-8.943,208.9,0.7887
2736,2,-8.943,208.9,0.2113
2736,3,-6.057,208.9,0.7887
2736,4,-6.057,208.9,0.2113
2736,5,-8.943,206.1,0.7887
2736,6,-8.943,206.1,0.2113
2736,7,-6.057,206.1,0.7887
2736,8,-6.057,206.1,0.2113
2737,1,-3.943,208.9,2.789
2737,2,-3.943,208.9,2.212
2737,3,-1.057,208.9,2.789
2737,4,-1.057,208.9,2.212
2737,5,-3.943,206.1,2.789
2737,6,-3.943,206.1,2.212
2737,7,-1.057,206.1,2.789
2737,8,-1.057,206.1,2.212
2738,1,-3.943,208.9,1.789
2738,2,-3.943,208.9,1.211
2738,3,-1.057,208.9,1.789
2738,4,-1.057,208.9,1.211
2738,5,-3.943,206.1,1.789
2738,6,-3.943,206.1,1.211
2738,7,-1.057,206.1,1.789
2738,8,-1.057,206.1,1.211
2739,1,-3.943,208.9,0.7887
2739,2,-3.943,208.9,0.2113
2739,3,-1.057,208.9,0.7887
2739,4,-1.057,208.9,0.2113
2739,5,-3.943,206.1,0.7887
2739,6,-3.943,206.1,0.2113
2739,7,-1.057,206.1,0.7887
2739,8,-1.057,206.1,0.2113
2740,1,1.057,208.9,2.789
2740,2,1.057,208.9,2.212
2740,3,3.943,208.9,2.789
2740,4,3.943,208.9,2.212
2740,5,1.057,206.1,2.789
2740,6,1.057,206.1,2.212
2740,7,3.943,206.1,2.789
2740,8,3.943,206.1,2.212
2741,1,1.057,208.9,1.789
2741,2,1.057,208.9,1.211
2741,3,3.943,208.9,1.789
2741,4,3.943,208.9,1.211
2741,5,1.057,206.1,1.789
2741,6,1.057,206.1,1.211
2741,7,3.943,206.1,1.789
2741,8,3.943,206.1,1.211
2742,1,1.057,208.9,0.7887
2742,2,1.057,208.9,0.2113
2742,3,3.943,208.9,0.7887
2742,4,3.943,208.9,0.2113
2742,5,1.057,206.1,0.7887
2742,6,1.057,206.1,0.2113
2742,7,3.943,206.1,0.7887
2742,8,3.943,206.1,0.2113
2743,1,6.057,208.9,2.789
2743,2,6.057,208.9,2.212
2743,3,8.943,208.9,2.789
2743,4,8.943,208.9,2.212
