ELEMENT,PT FOOT-NOTE,COORD1,COORD2,COORD3
2743,5,6.057,206.1,2.789
2743,6,6.057,206.1,2.212
2743,7,8.943,206.1,2.789
2743,8,8.943,206.1,2.212
2744,1,6.057,208.9,1.789
2744,2,6.057,208.9,1.211
2744,3,8.943,208.9,1.789
2744,4,8.943,208.9,1.211
2744,5,6.057,206.1,1.789
2744,6,6.057,206.1,1.211
2744,7,8.943,206.1,1.789
2744,8,8.943,206.1,1.211
2745,1,6.057,208.9,0.7887
2745,2,6.057,208.9,0.2113
2745,3,8.943,208.9,0.7887
2745,4,8.943,208.9,0.2113
2745,5,6.057,206.1,0.7887
2745,6,6.057,206.1,0.2113
2745,7,8.943,206.1,0.7887
2745,8,8.943,206.1,0.2113
2746,1,11.06,208.9,2.789
2746,2,11.06,208.9,2.212
2746,3,13.94,208.9,2.789
2746,4,13.94,208.9,2.212
2746,5,11.06,206.1,2.789
2746,6,11.06,206.1,2.212
2746,7,13.94,206.1,2.789
2746,8,13.94,206.1,2.212
2747,1,11.06,208.9,1.789
2747,2,11.06,208.9,1.211
2747,3,13.94,208.9,1.789
2747,4,13.94,208.9,1.211
2747,5,11.06,206.1,1.789
2747,6,11.06,206.1,1.211
2747,7,13.94,206.1,1.789
2747,8,13.94,206.1,1.211
2748,1,11.06,208.9,0.7887
2748,2,11.06,208.9,0.2113
2748,3,13.94,208.9,0.7887
2748,4,13.94,208.9,0.2113
2748,5,11.06,206.1,0.7887
2748,6,11.06,206.1,0.2113
2748,7,13.94,206.1,0.7887
2748,8,13.94,206.1,0.2113
2749,1,16.06,208.9,2.789
2749,2,16.06,208.9,2.212
2749,3,18.94,208.9,2.789
2749,4,18.94,208.9,2.212
2749,5,16.06,206.1,2.789
2749,6,16.06,206.1,2.212
2749,7,18.94,206.1,2.789
2749,8,18.94,206.1,2.212
2750,1,16.06,208.9,1.789
2750,2,16.06,208.9,1.211
2750,3,18.94,208.9,1.789
2750,4,18.94,208.9,1.211
2750,5,16.06,206.1,1.789
2750,6,16.06,206.1,1.211
2750,7,18.94,206.1,1.789
2750,8,18.94,206.1,1.211
2751,1,16.06,208.9,0.7887
2751,2,16.06,208.9,0.2113
2751,3,18.94,208.9,0.7887
2751,4,18.94,208.9,0.2113
2751,5,16.06,206.1,0.7887
2751,6,16.06,206.1,0.2113
2751,7,18.94,206.1,0.7887
2751,8,18.94,206.1,0.2113
2752,1,21.06,208.9,2.789
2752,2,21.06,208.9,2.212
2752,3,23.94,208.9,2.789
2752,4,23.94,208.9,2.212
2752,5,21.06,206.1,2.789
2752,6,21.06,206.1,2.212
2752,7,23.94,206.1,2.789
2752,8,23.94,206.1,2.212
2753,1,21.06,208.9,1.789
2753,2,21.06,208.9,1.211
2753,3,23.94,208.9,1.789
2753,4,23.94,208.9,1.211
2753,5,21.06,206.1,1.789
2753,6,21.06,206.1,1.211
2753,7,23.94,206.1,1.789
2753,8,23.94,206.1,1.211
2754,1,21.06,208.9,0.7887
2754,2,21.06,208.9,0.2113
2754,3,23.94,208.9,0.7887
2754,4,23.94,208.9,0.2113
2754,5,21.06,206.1,0.7887
2754,6,21.06,206.1,0.2113
2754,7,23.94,206.1,0.7887
2754,8,23.94,206.1,0.2113
2755,1,26.06,208.9,2.789
2755,2,26.06,208.9,2.212
2755,3,28.94,208.9,2.789
2755,4,28.94,208.9,2.212
2755,5,26.06,206.1,2.789
2755,6,26.06,206.1,2.212
2755,7,28.94,206.1,2.789
2755,8,28.94,206.1,2.212
2756,1,26.06,208.9,1.789
2756,2,26.06,208.9,1.211
2756,3,28.94,208.9,1.789
2756,4,28.94,208.9,1.211
2756,5,26.06,206.1,1.789
2756,6,26.06,206.1,1.211
2756,7,28.94,206.1,1.789
2756,8,28.94,206.1,1.211
2757,1,26.06,208.9,0.7887
2757,2,26.06,208.9,0.2113
2757,3,28.94,208.9,0.7887
2757,4,28.94,208.9,0.2113
2757,5,26.06,206.1,0.7887
2757,6,26.06,206.1,0.2113
2757,7,28.94,206.1,0.7887
2757,8,28.94,206.1,0.2113
2758,1,31.06,208.9,2.789
2758,2,31.06,208.9,2.212
2758,3,33.94,208.9,2.789
2758,4,33.94,208.9,2.211
2758,5,31.06,206.1,2.789
2758,6,31.06,206.1,2.212
2758,7,33.94,206.1,2.789
2758,8,33.94,206.1,2.211
2759,1,31.06,208.9,1.789
2759,2,31.06,208.9,1.211
2759,3,33.94,208.9,1.789
2759,4,33.94,208.9,1.211
2759,5,31.06,206.1,1.789
2759,6,31.06,206.1,1.211
2759,7,33.94,206.1,1.789
2759,8,33.94,206.1,1.211
2760,1,31.06,208.9,0.7887
2760,2,31.06,208.9,0.2113
2760,3,33.94,208.9,0.7887
2760,4,33.94,208.9,0.2113
2760,5,31.06,206.1,0.7887
2760,6,31.06,206.1,0.2113
2760,7,33.94,206.1,0.7887
2760,8,33.94,206.1,0.2113
2761,1,36.06,208.9,2.789
2761,2,36.06,208.9,2.212
2761,3,38.94,208.9,2.789
2761,4,38.94,208.9,2.211
2761,5,36.06,206.1,2.789
2761,6,36.06,206.1,2.212
2761,7,38.94,206.1,2.789
2761,8,38.94,206.1,2.211
2762,1,36.06,208.9,1.789
2762,2,36.06,208.9,1.211
2762,3,38.94,208.9,1.789
2762,4,38.94,208.9,1.211
2762,5,36.06,206.1,1.789
2762,6,36.06,206.1,1.211
2762,7,38.94,206.1,1.789
2762,8,38.94,206.1,1.211
2763,1,36.06,208.9,0.7887
2763,2,36.06,208.9,0.2113
2763,3,38.94,208.9,0.7887
2763,4,38.94,208.9,0.2113
2763,5,36.06,206.1,0.7887
2763,6,36.06,206.1,0.2113
2763,7,38.94,206.1,0.7887
2763,8,38.94,206.1,0.2113
2782,1,-38.94,213.9,2.789
2782,2,-38.94,213.9,2.211
2782,3,-36.06,213.9,2.789
2782,4,-36.06,213.9,2.212
2782,5,-38.94,211.1,2.789
2782,6,-38.94,211.1,2.211
2782,7,-36.06,211.1,2.789
2782,8,-36.06,211.1,2.212
2783,1,-38.94,213.9,1.789
2783,2,-38.94,213.9,1.211
2783,3,-36.06,213.9,1.789
2783,4,-36.06,213.9,1.211
2783,5,-38.94,211.1,1.789
2783,6,-38.94,211.1,1.211
2783,7,-36.06,211.1,1.789
2783,8,-36.06,211.1,1.211
2784,1,-38.94,213.9,0.7887
2784,2,-38.94,213.9,0.2113
2784,3,-36.06,213.9,0.7887
2784,4,-36.06,213.9,0.2113
2784,5,-38.94,211.1,0.7887
2784,6,-38.94,211.1,0.2113
2784,7,-36.06,211.1,0.7887
2784,8,-36.06,211.1,0.2113
2785,1,-33.94,213.9,2.789
2785,2,-33.94,213.9,2.211
2785,3,-31.06,213.9,2.789
2785,4,-31.06,213.9,2.212
2785,5,-33.94,211.1,2.789
2785,6,-33.94,211.1,2.211
2785,7,-31.06,211.1,2.789
2785,8,-31.06,211.1,2.212
2786,1,-33.94,213.9,1.789
2786,2,-33.94,213.9,1.211
2786,3,-31.06,213.9,1.789
2786,4,-31.06,213.9,1.211
2786,5,-33.94,211.1,1.789
2786,6,-33.94,211.1,1.211
2786,7,-31.06,211.1,1.789
2786,8,-31.06,211.1,1.211
2787,1,-33.94,213.9,0.7887
2787,2,-33.94,213.9,0.2113
2787,3,-31.06,213.9,0.7887
2787,4,-31.06,213.9,0.2113
2787,5,-33.94,211.1,0.7887
2787,6,-33.94,211.1,0.2113
2787,7,-31.06,211.1,0.7887
2787,8,-31.06,211.1,0.2113
2788,1,-28.94,213.9,2.789
2788,2,-28.94,213.9,2.212
2788,3,-26.06,213.9,2.789
2788,4,-26.06,213.9,2.212
2788,5,-28.94,211.1,2.789
2788,6,-28.94,211.1,2.212
2788,7,-26.06,211.1,2.789
2788,8,-26.06,211.1,2.212
2789,1,-28.94,213.9,1.789
2789,2,-28.94,213.9,1.211
2789,3,-26.06,213.9,1.789
2789,4,-26.06,213.9,1.211
2789,5,-28.94,211.1,1.789
2789,6,-28.94,211.1,1.211
2789,7,-26.06,211.1,1.789
2789,8,-26.06,211.1,1.211
2790,1,-28.94,213.9,0.7887
2790,2,-28.94,213.9,0.2113
2790,3,-26.06,213.9,0.7887
2790,4,-26.06,213.9,0.2113
2790,5,-28.94,211.1,0.7887
2790,6,-28.94,211.1,0.2113
2790,7,-26.06,211.1,0.7887
2790,8,-26.06,211.1,0.2113
2791,1,-23.94,213.9,2.789
2791,2,-23.94,213.9,2.212
2791,3,-21.06,213.9,2.789
2791,4,-21.06,213.9,2.212
2791,5,-23.94,211.1,2.789
2791,6,-23.94,211.1,2.212
2791,7,-21.06,211.1,2.789
2791,8,-21.06,211.1,2.212
2792,1,-23.94,213.9,1.789
2792,2,-23.94,213.9,1.211
2792,3,-21.06,213.9,1.789
2792,4,-21.06,213.9,1.211
2792,5,-23.94,211.1,1.789
2792,6,-23.94,211.1,1.211
2792,7,-21.06,211.1,1.789
2792,8,-21.06,211.1,1.211
2793,1,-23.94,213.9,0.7887
2793,2,-23.94,213.9,0.2113
2793,3,-21.06,213.9,0.7887
2793,4,-21.06,213.9,0.2113
2793,5,-23.94,211.1,0.7887
2793,6,-23.94,211.1,0.2113
2793,7,-21.06,211.1,0.7887
2793,8,-21.06,211.1,0.2113
2794,1,-18.94,213.9,2.789
2794,2,-18.94,213.9,2.212
2794,3,-16.06,213.9,2.789
2794,4,-16.06,213.9,2.212
2794,5,-18.94,211.1,2.789
2794,6,-18.94,211.1,2.212
2794,7,-16.06,211.1,2.789
2794,8,-16.06,211.1,2.212
2795,1,-18.94,213.9,1.789
2795,2,-18.94,213.9,1.211
2795,3,-16.06,213.9,1.789
2795,4,-16.06,213.9,1.211
2795,5,-18.94,211.1,1.789
2795,6,-18.94,211.1,1.211
2795,7,-16.06,211.1,1.789
2795,8,-16.06,211.1,1.211
2796,1,-18.94,213.9,0.7887
2796,2,-18.94,213.9,0.2113
2796,3,-16.06,213.9,0.7887
2796,4,-16.06,213.9,0.2113
2796,5,-18.94,211.1,0.7887
2796,6,-18.94,211.1,0.2113
2796,7,-16.06,211.1,0.7887
2796,8,-16.06,211.1,0.2113
2797,1,-13.94,213.9,2.789
2797,2,-13.94,213.9,2.212
2797,3,-11.06,213.9,2.789
2797,4,-11.06,213.9,2.212
2797,5,-13.94,211.1,2.789
2797,6,-13.94,211.1,2.212
2797,7,-11.06,211.1,2.789
2797,8,-11.06,211.1,2.212
2798,1,-13.94,213.9,1.789
2798,2,-13.94,213.9,1.211
2798,3,-11.06,213.9,1.789
2798,4,-11.06,213.9,1.211
2798,5,-13.94,211.1,1.789
2798,6,-13.94,211.1,1.211
2798,7,-11.06,211.1,1.789
2798,8,-11.06,211.1,1.211
2799,1,-13.94,213.9,0.7887
2799,2,-13.94,213.9,0.2113
2799,3,-11.06,213.9,0.7887
2799,4,-11.06,213.9,0.2113
2799,5,-13.94,211.1,0.7887
2799,6,-13.94,211.1,0.2113
2799,7,-11.06,211.1,0.7887
2799,8,-11.06,211.1,0.2113
2800,1,-8.943,213.9,2.789
2800,2,-8.943,213.9,2.212
2800,3,-6.057,213.9,2.789
2800,4,-6.057,213.9,2.212
2800,5,-8.943,211.1,2.789
2800,6,-8.943,211.1,2.212
2800,7,-6.057,211.1,2.789
2800,8,-6.057,211.1,2.212
2801,1,-8.943,213.9,1.789
2801,2,-8.943,213.9,1.211
2801,3,-6.057,213.9,1.789
2801,4,-6.057,213.9,1.211
2801,5,-8.943,211.1,1.789
2801,6,-8.943,211.1,1.211
2801,7,-6.057,211.1,1.789
2801,8,-6.057,211.1,1.211
2802,1,-8.943,213.9,0.7887
2802,2,-8.943,213.9,0.2113
2802,3,-6.057,213.9,0.7887
2802,4,-6.057,213.9,0.2113
2802,5,-8.943,211.1,0.7887
2802,6,-8.943,211.1,0.2113
2802,7,-6.057,211.1,0.7887
2802,8,-6.057,211.1,0.2113
2803,1,-3.943,213.9,2.789
2803,2,-3.943,213.9,2.212
2803,3,-1.057,213.9,2.789
2803,4,-1.057,213.9,2.212
2803,5,-3.943,211.1,2.789
2803,6,-3.943,211.1,2.212
2803,7,-1.057,211.1,2.789
2803,8,-1.057,211.1,2.212
2804,1,-3.943,213.9,1.789
2804,2,-3.943,213.9,1.211
2804,3,-1.057,213.9,1.789
2804,4,-1.057,213.9,1.211
2804,5,-3.943,211.1,1.789
2804,6,-3.943,211.1,1.211
2804,7,-1.057,211.1,1.789
2804,8,-1.057,211.1,1.211
2805,1,-3.943,213.9,0.7887
2805,2,-3.943,213.9,0.2113
2805,3,-1.057,213.9,0.7887
2805,4,-1.057,213.9,0.2113
2805,5,-3.943,211.1,0.7887
2805,6,-3.943,211.1,0.2113
2805,7,-1.057,211.1,0.7887
2805,8,-1.057,211.1,0.2113
2806,1,1.057,213.9,2.789
2806,2,1.057,213.9,2.212
2806,3,3.943,213.9,2.789
2806,4,3.943,213.9,2.212
2806,5,1.057,211.1,2.789
2806,6,1.057,211.1,2.212
2806,7,3.943,211.1,2.789
2806,8,3.943,211.1,2.212
2807,1,1.057,213.9,1.789
2807,2,1.057,213.9,1.211
2807,3,3.943,213.9,1.789
2807,4,3.943,213.9,1.211
2807,5,1.057,211.1,1.789
2807,6,1.057,211.1,1.211
2807,7,3.943,211.1,1.789
2807,8,3.943,211.1,1.211
2808,1,1.057,213.9,0.7887
2808,2,1.057,213.9,0.2113
2808,3,3.943,213.9,0.7887
2808,4,3.943,213.9,0.2113
2808,5,1.057,211.1,0.7887
2808,6,1.057,211.1,0.2113
2808,7,3.943,211.1,0.7887
2808,8,3.943,211.1,0.2113
2809,1,6.057,213.9,2.789
2809,2,6.057,213.9,2.212
2809,3,8.943,213.9,2.789
2809,4,8.943,213.9,2.212
2809,5,6.057,211.1,2.789
2809,6,6.057,211.1,2.212
2809,7,8.943,211.1,2.789
2809,8,8.943,211.1,2.212
2810,1,6.057,213.9,1.789
2810,2,6.057,213.9,1.211
2810,3,8.943,213.9,1.789
2810,4,8.943,213.9,1.211
2810,5,6.057,211.1,1.789
2810,6,6.057,211.1,1.211
2810,7,8.943,211.1,1.789
2810,8,8.943,211.1,1.211
2811,1,6.057,213.9,0.7887
2811,2,6.057,213.9,0.2113
2811,3,8.943,213.9,0.7887
2811,4,8.943,213.9,0.2113
2811,5,6.057,211.1,0.7887
2811,6,6.057,211.1,0.2113
2811,7,8.943,211.1,0.7887
2811,8,8.943,211.1,0.2113
2812,1,11.06,213.9,2.789
2812,2,11.06,213.9,2.212
2812,3,13.94,213.9,2.789
2812,4,13.94,213.9,2.212
2812,5,11.06,211.1,2.789
2812,6,11.06,211.1,2.212
2812,7,13.94,211.1,2.789
2812,8,13.94,211.1,2.212
2813,1,11.06,213.9,1.789
2813,2,11.06,213.9,1.211
2813,3,13.94,213.9,1.789
2813,4,13.94,213.9,1.211
2813,5,11.06,211.1,1.789
2813,6,11.06,211.1,1.211
2813,7,13.94,211.1,1.789
2813,8,13.94,211.1,1.211
2814,1,11.06,213.9,0.7887
2814,2,11.06,213.9,0.2113
2814,3,13.94,213.9,0.7887
2814,4,13.94,213.9,0.2113
2814,5,11.06,211.1,0.7887
2814,6,11.06,211.1,0.2113
2814,7,13.94,211.1,0.7887
2814,8,13.94,211.1,0.2113
2815,1,16.06,213.9,2.789
2815,2,16.06,213.9,2.212
2815,3,18.94,213.9,2.789
2815,4,18.94,213.9,2.212
2815,5,16.06,211.1,2.789
2815,6,16.06,211.1,2.212
2815,7,18.94,211.1,2.789
2815,8,18.94,211.1,2.212
2816,1,16.06,213.9,1.789
2816,2,16.06,213.9,1.211
2816,3,18.94,213.9,1.789
2816,4,18.94,213.9,1.211
2816,5,16.06,211.1,1.789
2816,6,16.06,211.1,1.211
2816,7,18.94,211.1,1.789
2816,8,18.94,211.1,1.211
2817,1,16.06,213.9,0.7887
2817,2,16.06,213.9,0.2113
2817,3,18.94,213.9,0.7887
2817,4,18.94,213.9,0.2113
2817,5,16.06,211.1,0.7887
2817,6,16.06,211.1,0.2113
2817,7,18.94,211.1,0.7887
2817,8,18.94,211.1,0.2113
2818,1,21.06,213.9,2.789
2818,2,21.06,213.9,2.212
2818,3,23.94,213.9,2.789
2818,4,23.94,213.9,2.212
2818,5,21.06,211.1,2.789
2818,6,21.06,211.1,2.212
2818,7,23.94,211.1,2.789
2818,8,23.94,211.1,2.212
2819,1,21.06,213.9,1.789
2819,2,21.06,213.9,1.211
2819,3,23.94,213.9,1.789
2819,4,23.94,213.9,1.211
2819,5,21.06,211.1,1.789
2819,6,21.06,211.1,1.211
2819,7,23.94,211.1,1.789
2819,8,23.94,211.1,1.211
2820,1,21.06,213.9,0.7887
2820,2,21.06,213.9,0.2113
2820,3,23.94,213.9,0.7887
2820,4,23.94,213.9,0.2113
2820,5,21.06,211.1,0.7887
2820,6,21.06,211.1,0.2113
2820,7,23.94,211.1,0.7887
2820,8,23.94,211.1,0.2113
2821,1,26.06,213.9,2.789
2821,2,26.06,213.9,2.212
2821,3,28.94,213.9,2.789
2821,4,28.94,213.9,2.212
2821,5,26.06,211.1,2.789
2821,6,26.06,211.1,2.212
2821,7,28.94,211.1,2.789
2821,8,28.94,211.1,2.212
2822,1,26.06,213.9,1.789
2822,2,26.06,213.9,1.211
2822,3,28.94,213.9,1.789
2822,4,28.94,213.9,1.211
2822,5,26.06,211.1,1.789
2822,6,26.06,211.1,1.211
2822,7,28.94,211.1,1.789
2822,8,28.94,211.1,1.211
2823,1,26.06,213.9,0.7887
2823,2,26.06,213.9,0.2113
2823,3,28.94,213.9,0.7887
2823,4,28.94,213.9,0.2113
2823,5,26.06,211.1,0.7887
2823,6,26.06,211.1,0.2113
2823,7,28.94,211.1,0.7887
2823,8,28.94,211.1,0.2113
2824,1,31.06,213.9,2.789
2824,2,31.06,213.9,2.212
2824,3,33.94,213.9,2.789
2824,4,33.94,213.9,2.211
2824,5,31.06,211.1,2.789
2824,6,31.06,211.1,2.212
2824,7,33.94,211.1,2.789
2824,8,33.94,211.1,2.211
2825,1,31.06,213.9,1.789
2825,2,31.06,213.9,1.211
2825,3,33.94,213.9,1.789
2825,4,33.94,213.9,1.211
2825,5,31.06,211.1,1.789
2825,6,31.06,211.1,1.211
2825,7,33.94,211.1,1.789
2825,8,33.94,211.1,1.211
2826,1,31.06,213.9,0.7887
2826,2,31.06,213.9,0.2113
2826,3,33.94,213.9,0.7887
2826,4,33.94,213.9,0.2113
2826,5,31.06,211.1,0.7887
2826,6,31.06,211.1,0.2113
2826,7,33.94,211.1,0.7887
2826,8,33.94,211.1,0.2113
2827,1,36.06,213.9,2.789
2827,2,36.06,213.9,2.212
2827,3,38.94,213.9,2.789
2827,4,38.94,213.9,2.211
2827,5,36.06,211.1,2.789
2827,6,36.06,211.1,2.212
2827,7,38.94,211.1,2.789
2827,8,38.94,211.1,2.211
2828,1,36.06,213.9,1.789
2828,2,36.06,213.9,1.211
2828,3,38.94,213.9,1.789
2828,4,38.94,213.9,1.211
2828,5,36.06,211.1,1.789
2828,6,36.06,211.1,1.211
2828,7,38.94,211.1,1.789
2828,8,38.94,211.1,1.211
2829,1,36.06,213.9,0.7887
2829,2,36.06,213.9,0.2113
2829,3,38.94,213.9,0.7887
2829,4,38.94,213.9,0.2113
2829,5,36.06,211.1,0.7887
2829,6,36.06,211.1,0.2113
2829,7,38.94,211.1,0.7887
2829,8,38.94,211.1,0.2113
2848,1,-38.94,218.9,2.789
2848,2,-38.94,218.9,2.211
2848,3,-36.06,218.9,2.789
2848,4,-36.06,218.9,2.212
2848,5,-38.94,216.1,2.789
2848,6,-38.94,216.1,2.211
2848,7,-36.06,216.1,2.789
2848,8,-36.06,216.1,2.212
2849,1,-38.94,218.9,1.789
2849,2,-38.94,218.9,1.211
2849,3,-36.06,218.9,1.789
2849,4,-36.06,218.9,1.211
2849,5,-38.94,216.1,1.789
2849,6,-38.94,216.1,1.211
2849,7,-36.06,216.1,1.789
2849,8,-36.06,216.1,1.211
2850,1,-38.94,218.9,0.7887
2850,2,-38.94,218.9,0.2113
2850,3,-36.06,218.9,0.7887
2850,4,-36.06,218.9,0.2113
2850,5,-38.94,216.1,0.7887
2850,6,-38.94,216.1,0.2113
2850,7,-36.06,216.1,0.7887
2850,8,-36.06,216.1,0.2113
2851,1,-33.94,218.9,2.789
2851,2,-33.94,218.9,2.211
2851,3,-31.06,218.9,2.789
2851,4,-31.06,218.9,2.212
2851,5,-33.94,216.1,2.789
2851,6,-33.94,216.1,2.211
2851,7,-31.06,216.1,2.789
2851,8,-31.06,216.1,2.212
2852,1,-33.94,218.9,1.789
2852,2,-33.94,218.9,1.211
2852,3,-31.06,218.9,1.789
2852,4,-31.06,218.9,1.211
2852,5,-33.94,216.1,1.789
2852,6,-33.94,216.1,1.211
2852,7,-31.06,216.1,1.789
2852,8,-31.06,216.1,1.211
2853,1,-33.94,218.9,0.7887
2853,2,-33.94,218.9,0.2113
2853,3,-31.06,218.9,0.7887
2853,4,-31.06,218.9,0.2113
2853,5,-33.94,216.1,0.7887
2853,6,-33.94,216.1,0.2113
2853,7,-31.06,216.1,0.7887
2853,8,-31.06,216.1,0.2113
2854,1,-28.94,218.9,2.789
2854,2,-28.94,218.9,2.212
2854,3,-26.06,218.9,2.789
2854,4,-26.06,218.9,2.212
2854,5,-28.94,216.1,2.789
2854,6,-28.94,216.1,2.212
2854,7,-26.06,216.1,2.789
2854,8,-26.06,216.1,2.212
2855,1,-28.94,218.9,1.789
2855,2,-28.94,218.9,1.211
2855,3,-26.06,218.9,1.789
2855,4,-26.06,218.9,1.211
2855,5,-28.94,216.1,1.789
2855,6,-28.94,216.1,1.211
2855,7,-26.06,216.1,1.789
2855,8,-26.06,216.1,1.211
2856,1,-28.94,218.9,0.7887
2856,2,-28.94,218.9,0.2113
2856,3,-26.06,218.9,0.7887
2856,4,-26.06,218.9,0.2113
2856,5,-28.94,216.1,0.7887
2856,6,-28.94,216.1,0.2113
2856,7,-26.06,216.1,0.7887
2856,8,-26.06,216.1,0.2113
2857,1,-23.94,218.9,2.789
2857,2,-23.94,218.9,2.212
2857,3,-21.06,218.9,2.789
2857,4,-21.06,218.9,2.212
2857,5,-23.94,216.1,2.789
2857,6,-23.94,216.1,2.212
2857,7,-21.06,216.1,2.789
2857,8,-21.06,216.1,2.212
2858,1,-23.94,218.9,1.789
2858,2,-23.94,218.9,1.211
2858,3,-21.06,218.9,1.789
2858,4,-21.06,218.9,1.211
2858,5,-23.94,216.1,1.789
2858,6,-23.94,216.1,1.211
2858,7,-21.06,216.1,1.789
2858,8,-21.06,216.1,1.211
2859,1,-23.94,218.9,0.7887
2859,2,-23.94,218.9,0.2113
2859,3,-21.06,218.9,0.7887
2859,4,-21.06,218.9,0.2113
2859,5,-23.94,216.1,0.7887
2859,6,-23.94,216.1,0.2113
2859,7,-21.06,216.1,0.7887
2859,8,-21.06,216.1,0.2113
2860,1,-18.94,218.9,2.789
2860,2,-18.94,218.9,2.212
2860,3,-16.06,218.9,2.789
2860,4,-16.06,218.9,2.212
2860,5,-18.94,216.1,2.789
2860,6,-18.94,216.1,2.212
2860,7,-16.06,216.1,2.789
2860,8,-16.06,216.1,2.212
2861,1,-18.94,218.9,1.789
2861,2,-18.94,218.9,1.211
2861,3,-16.06,218.9,1.789
2861,4,-16.06,218.9,1.211
2861,5,-18.94,216.1,1.789
2861,6,-18.94,216.1,1.211
2861,7,-16.06,216.1,1.789
2861,8,-16.06,216.1,1.211
2862,1,-18.94,218.9,0.7887
2862,2,-18.94,218.9,0.2113
2862,3,-16.06,218.9,0.7887
2862,4,-16.06,218.9,0.2113
2862,5,-18.94,216.1,0.7887
2862,6,-18.94,216.1,0.2113
2862,7,-16.06,216.1,0.7887
2862,8,-16.06,216.1,0.2113
2863,1,-13.94,218.9,2.789
2863,2,-13.94,218.9,2.212
2863,3,-11.06,218.9,2.789
2863,4,-11.06,218.9,2.212
2863,5,-13.94,216.1,2.789
2863,6,-13.94,216.1,2.212
2863,7,-11.06,216.1,2.789
2863,8,-11.06,216.1,2.212
2864,1,-13.94,218.9,1.789
2864,2,-13.94,218.9,1.211
2864,3,-11.06,218.9,1.789
2864,4,-11.06,218.9,1.211
2864,5,-13.94,216.1,1.789
2864,6,-13.94,216.1,1.211
2864,7,-11.06,216.1,1.789
2864,8,-11.06,216.1,1.211
2865,1,-13.94,218.9,0.7887
2865,2,-13.94,218.9,0.2113
2865,3,-11.06,218.9,0.7887
2865,4,-11.06,218.9,0.2113
2865,5,-13.94,216.1,0.7887
2865,6,-13.94,216.1,0.2113
2865,7,-11.06,216.1,0.7887
2865,8,-11.06,216.1,0.2113
2866,1,-8.943,218.9,2.789
2866,2,-8.943,218.9,2.212
2866,3,-6.057,218.9,2.789
2866,4,-6.057,218.9,2.212
2866,5,-8.943,216.1,2.789
2866,6,-8.943,216.1,2.212
2866,7,-6.057,216.1,2.789
2866,8,-6.057,216.1,2.212
2867,1,-8.943,218.9,1.789
2867,2,-8.943,218.9,1.211
2867,3,-6.057,218.9,1.789
2867,4,-6.057,218.9,1.211
2867,5,-8.943,216.1,1.789
2867,6,-8.943,216.1,1.211
2867,7,-6.057,216.1,1.789
2867,8,-6.057,216.1,1.211
2868,1,-8.943,218.9,0.7887
2868,2,-8.943,218.9,0.2113
2868,3,-6.057,218.9,0.7887
2868,4,-6.057,218.9,0.2113
2868,5,-8.943,216.1,0.7887
2868,6,-8.943,216.1,0.2113
2868,7,-6.057,216.1,0.7887
2868,8,-6.057,216.1,0.2113
2869,1,-3.943,218.9,2.789
2869,2,-3.943,218.9,2.212
2869,3,-1.057,218.9,2.789
2869,4,-1.057,218.9,2.212
2869,5,-3.943,216.1,2.789
2869,6,-3.943,216.1,2.212
2869,7,-1.057,216.1,2.789
2869,8,-1.057,216.1,2.212
2870,1,-3.943,218.9,1.789
2870,2,-3.943,218.9,1.211
2870,3,-1.057,218.9,1.789
2870,4,-1.057,218.9,1.211
2870,5,-3.943,216.1,1.789
2870,6,-3.943,216.1,1.211
2870,7,-1.057,216.1,1.789
2870,8,-1.057,216.1,1.211
2871,1,-3.943,218.9,0.7887
2871,2,-3.943,218.9,0.2113
2871,3,-1.057,218.9,0.7887
2871,4,-1.057,218.9,0.2113
2871,5,-3.943,216.1,0.7887
2871,6,-3.943,216.1,0.2113
2871,7,-1.057,216.1,0.7887
2871,8,-1.057,216.1,0.2113
2872,1,1.057,218.9,2.789
2872,2,1.057,218.9,2.212
2872,3,3.943,218.9,2.789
2872,4,3.943,218.9,2.212
2872,5,1.057,216.1,2.789
2872,6,1.057,216.1,2.212
2872,7,3.943,216.1,2.789
2872,8,3.943,216.1,2.212
2873,1,1.057,218.9,1.789
2873,2,1.057,218.9,1.211
2873,3,3.943,218.9,1.789
2873,4,3.943,218.9,1.211
2873,5,1.057,216.1,1.789
2873,6,1.057,216.1,1.211
2873,7,3.943,216.1,1.789
2873,8,3.943,216.1,1.211
2874,1,1.057,218.9,0.7887
2874,2,1.057,218.9,0.2113
2874,3,3.943,218.9,0.7887
2874,4,3.943,218.9,0.2113
2874,5,1.057,216.1,0.7887
2874,6,1.057,216.1,0.2113
2874,7,3.943,216.1,0.7887
2874,8,3.943,216.1,0.2113
2875,1,6.057,218.9,2.789
2875,2,6.057,218.9,2.212
2875,3,8.943,218.9,2.789
2875,4,8.943,218.9,2.212
2875,5,6.057,216.1,2.789
2875,6,6.057,216.1,2.212
2875,7,8.943,216.1,2.789
2875,8,8.943,216.1,2.212
2876,1,6.057,218.9,1.789
2876,2,6.057,218.9,1.211
2876,3,8.943,218.9,1.789
2876,4,8.943,218.9,1.211
2876,5,6.057,216.1,1.789
2876,6,6.057,216.1,1.211
2876,7,8.943,216.1,1.789
2876,8,8.943,216.1,1.211
2877,1,6.057,218.9,0.7887
2877,2,6.057,218.9,0.2113
2877,3,8.943,218.9,0.7887
