company,bt
滴滴出行,                岗位职责 1 参 顺风 车 核心 交易 引擎 定价 运营 相关 系统 算法 研发 2 参 新 产品 核心 策略 设计 研发 岗位 1   计算机 或者 数学 相关 专业本科 及 以上学历 2   有 机器学习 数据挖掘 等 相关 项目 实际 经验 理解 搜索 推荐系统 用户 数据分析 建模 基本概念 常用 方法 3   机器学习 或 数据挖掘 方向 有 较 强 积累 熟悉 经典 算法 并 有 实践经验 加 分项 包括 但 不 限于 LR SVM GBDT Reinforcement   Learning Deep   Learning 4   熟练掌握 海量 数据处理 技术 有 使用 Hadoop Hive Spark 分析 海量 数据 能力 经验 5   编程 基础 扎实 熟悉 算法 数据结构 有 较 好 C 6   有 大型 互联网 企业 交易系统 推荐系统 检索系统 研发 经验 者 优先                
美团点评,1   互联网 大 数据 场景 下 机器学习 解决 方案设计 开发 2   践行 精准 营销 理念 搭建 高效 算法 策略 服务 3   带领 初级 工程师 或 团队 不断 进行 数据 探索 算法 优化   1   计算机 或者 数学 相关 专业 硕士 及 以上学历 3 年 以上 工作 经验 2   理解 自然语言处理 搜索 推荐系统 用户 数据分析 建模 基本概念 常用 方法 3   机器学习 或 数据挖掘 方向 有 较 强 积累 熟悉 经典 算法 并 有 实践经验 包括 但 不 限于 LR SVM GBDT Reinforcement   Learning Deep   Learning 4   熟练掌握 海量 数据处理 技术 有 使用 Hadoop Hive Spark 分析 海量 数据 能力 经验 5   编程 基础 扎实 熟悉 算法 数据结构 至少 掌握 PythonJava Scala 中 一种 6   优秀 分析 解决问题 能力 对 挑战性 问题 充满 激情 有 较 强 沟通 能力 责任心 团队 意识 佳
京东商城,1   博士 及 以上学历 模式识别 计算机 数学 信息科学 等 相关 专业 2   即将 毕业 或者 已 毕业 都 可以   3   拥有 扎实 图像处理 模式识别 理论 基础 精通 目标 检测 跟踪 识别 等 常见 计算机视觉 处理 任务 对 卷积 神经网络 有 深刻理解 精通 其 原理 实现 4   具备 极佳 编程 工程 实现 能力 能 快速 将 当下 最新 算法 落地 5   至少 精通 一种 常用 深度 学习 框架 并 能 对 开源 框架 做 定制 化 6 熟悉 hadoop spark storm 等 常见 框架 有 大规模 数据处理 经验   岗位职责 1   负责 计算机视觉 技术 相关 算法 研发 把 前沿 计算机视觉 技术 应用 到 具体 线下 智慧 零售 场景 中   2   根据 业务 需求 深度 定制 深度 学习 算法 框架 如 千万 级别 人脸 检测 识别 商品 跟踪 人员 关系 分析 人物 行为 监测 人员 行为 动作 分析 等 我们 可以 提供 全球 专家级 算法 工程师 交流 协作 机会 部门 长期 斯坦福大学 深入 合作 部门 目前 还 海外 其他 名校 以及 国内 几个 学校 进行 合作 令人满意 薪资 报酬 快速 成长 及 发展 机遇
亿睿科,负责 推荐 核心 算法 设计 优化 2 具体 技术 方向 包括 但 不 局限于 排序 模型 优化 召回 模型 优化 个性化 推荐 用于 实时 意图 建模 等 3 结合 产品 实际 应用 场景 提供 全面 算法 解决方案   岗位 本科 及 以上学历 计算机 数学 等 相关 专业 985 院校 毕业生 优先 考虑 2 强悍 编码 能力 精通 Python   Go   C   C 语言 优先   3 有 大规模 海量 数据 机器学习 数据挖掘 计算 广告 搜索引擎 自然语言处理 推荐 算法 等 一个 或 多个 领域 相关 经验 者 优先 4 了解 深度 学习 强化 学习 最新进展 及 搜索 推荐 领域 应用 方法 有 实际 经验 者 优先 5 优秀 推动力 沟通 能力 以及 执行力
北京数介科技有限公司,1 实现 大 数据 平台 上 核心 算法 2 对 海量 数据 进行 挖掘 对 用户 行为 业务 行为 日志 事件 等 多种类型 数据 进行 分析 建模 指导 制定 各种 策略 完成 各类 决策 判断 1 计算机 数学 统计 或 其他 相关 专业本科 及 以上学历 2 具有 统计 建模 机器学习 聚类 分类 回归 等 或 数据挖掘 应用 项目 或 研究 经验 3 具备 优秀 逻辑思维 能力 能够 独立思考 善于 分析 问题 解决问题 4 具有 扎实 编程 基础 至少 能够 掌握 一种 编程语言 Java ／ Scala 熟悉 Python 者 优先 5 具有 一定 分布式 数据处理 经验 熟悉 Hadoop Storm Spark 中 一种 或 几种 6 能 熟练 使用 至少 一种 统计分析 工具 如 SPSS SAS R Matlab 等 者 优先
天猫,岗位 描述 : 结合 阿里 大 数据 算法 能力 提供 赋能 商家 或 品牌 进行 客户 运营 以及 uni - marketing 品牌 营销 相关 个性化 推荐 人群 生成 洞察 销量 趋势 预测 营销 投放 customer   journey 设计 内容 生成 等 决策 辅助工具 具体 工作 职责 如下 1   算法 需求 开发 优化 包括 但 不 限于 推荐系统 运筹 优化 文本挖掘 预测 决策 等 方向 2   透过 数据分析 实验设计 快速 验证 商业 假设 3   深入 业务 挖掘 有 商业价值 算法 应用 并 进行 技术 预研 原型 开发 4   跟踪 最新 机器学习 进展 岗位 : 1   计算机 运筹 优化 数学 相关 专业 硕士 以上学历 算法 相关 工作 经验 一年 以上 2   熟悉   Java CC Python 其中 一种 开发 语言 有 数据结构 算法 基础 3   深入 了解 机器学习 算法 如   LR GBDT SVM RL DNN CNN RNN 中 一部分 或 全部 有 一定 广度 4   乐于 深入 业务 成为 业务 专家 并 能 把 业务 技术 做 有机 结合 5   出色 沟通 能力 能 承受 一定 工作 压力 喜欢 自我 驱动 工作 有 ownership 有 以下 经验 者 优先 1   广告 或 商业 类 算法 项目 实际 经验 2   有 搜索引擎 推荐系统 大规模 机器学习 框架 深度 学习 应用 运筹 优化 NLP 等 项目 实际 经验 3   长期 跟踪 机器学习 领域 研究 论文
增强智能,岗位职责 :   1   从事 AI ／ NLP ／ AEC ／ VAD 等 相关 知识 应用 研究 开发 工作   2   从事 NLP 对话 管理 ／ 自然语言 生成 方面 研究 工作   3   从事 自然语言处理 软件设计 编程 工作   4   应用 NLP 解决 搜索 相关 问题   5   推动 合格 有效 AI 算法 到 产品 中   1   自然语言处理 计算机科学 认知科学 数学 数据挖掘 等 相关 专业 本科生 以上学历   2   精通 Python ／ Lua ／ C ／ C ／ Java 语言 中 一门 或多门 精通 数据结构 数据处理 人工智能 算法 设计 能够 对 算法 进行   验证 实现   3   熟悉 Web 技术 等 编程 工作   4   一个 或 多个 算法 领域 有 扎实 理论 基础 丰富 研发 经验 对 算法 原理 及 应用 有 深入研究 独到见解   5   具备 软件系统 设计 能力 能 独立 定义 各种 协议 接口 规范   6   具备 良好 编程 风格 有 创造性 对 新 知识 敏感 有 较 强 学习 吸收能力 对 计算机 语言 有 钻研 精神 能够 进行 跨学科 系统 及 产品开发   7   较强 发现 问题 分析 问题 解决问题 能力 有 强烈 上进心 求知欲 善于 学习 新 事物   8   善于 沟通 逻辑 表达 良好 团队 合作 意识   9   富有 大胆 创新 精神 勇于探索 善于 突破难关 Plus   1   有 ASR ／ 分词 ／ NLP ／ TTS 相关 经验 者 优先 考虑   2   有过 大型 搜索引擎 公司 工作 相关 经验 者 优先 考虑   3   移动 平台 音频 处理 相关 工作 经验 AEC ／ VAD 者 优先 考虑
蚂蚁金服集团,可以 base 北京 上海 杭州 1   负责 机器学习 算法 深度 学习 算法 自然语言处理 信息安全 加密 计算机视觉 语音识别 金融 数据挖掘 金融 系统优化 金融 量化 分析 等 某 一个 领域 研发 应用 2   深入分析 现有 算法 了解 业务 需求 给出 有效 优化 解决方案 3   对 业界 机器学习 算法 应用 有 广泛 了解 并且 能够 跟踪 最新进展 4   制定 有效 项目 进度 管理机制 按照 项目 上线 时间表 推进 项目 研发 工作 资格 岗位 1   统计 计算机 数学 物理 金融 工程 等 专业本科 以上学历 大 数据 领域 有 相关 工作 经验 2   机器学习 深度 学习 信息安全 以及 搜索 广告 推荐 计算机视觉 语音识别 机器翻译 QA Chatbot NLP 关系 网络 挖掘 金融 量化 分析 等 某 一 领域 有 2 年 以上 研发 经验 3   熟练掌握 SQL R Python 以及 相关 进行 分析 工具 或 Hadoop Spark CosmosODPS 等 大 数据 分布式 平台 熟悉 分布式 机器学习 框架 比如 Spark   MLLib   MPI   Parameter   Server   流行 深度 学习 开源 工具 比如 Caffe Theano   Torch   TensorFlow   MXNet   CNTK   等 Coding 能力 较强 有 C Java 语言 编程 经验 优先 4   良好 沟通 能力 团队 合作 精神 有 一定 组织协调 能力 较 好 抗压 能力 5   对 数据 敏感 分析 数据 抽象 问题 对于 把 大 数据 人工智能 分析 结果 能够 应用 到 实际 业务 场景 产生 商业价值 具有 强烈 热情
网家科技,设计 搭建 自动化 数据挖掘 平台 负责 用户 画像 数据挖掘 提升 个性化 数据挖掘 服务 对 海量 业务 数据 进行 分析 深度 挖掘 用户 行为 特征 构建 用户 精准 营销 指标体系 本科 以上学历 统计 数学 计算机 等 相关 专业 优先 熟悉 常用 数据挖掘 机器学习 算法 技术 良好 数学 建模 能力 具备 扎实 编码 能力 至少 精通 一门 高级 语言 至少 熟悉 一门 脚本语言 熟悉 Hadoop Storm Spark 平台 开发 优先 熟悉 大 数据量 实时 业务 高 并发 高 吞吐 高可靠性 分布式系统 加 分 优秀 沟通 能力 逻辑 表达能力 良好 团队 合作 精神 主动 意识 有 耐心 对 数据 敏感 能 发现 理解 细微 变化 代表 含义 并 熟练 使用 聚类 回归 分析 因子分析 等 手段 寻找 排查 数据 变化 背后 原因 岗位 优势 真正 接触 跨行业 海量 数据 并 此基础 上 搭 建成 体系 数据 平台 商业智能 系统 2 触达 数据 真正 需求方 实现 数据 价值
新浪网,职责 职责 描述 1   基于 海量 数据 进行 有效 特征 挖掘 应用 2   通过 机器学习 等 方法 对 效果 广告 ctr 进行 预估 结合 线上 投放 效果 不断 优化 模型 1 计算机 或 相关 专业本科 及 以上学历 2 具备 良好 编程能力 代码 风格 熟练掌握 CC Java 等 一门 强 类型 语言 并 至少 掌握 一门 脚本语言 3 熟悉 Hadoop Hive 有 ETL 编写 经验 有 spark 经验 者 优先 4   熟悉 机器学习 常用 算法 有 搜索 广告 推荐系统 经验 者 优先 5 具有 良好 分析 问题 解决问题 能力 对 解决 具有 挑战性 问题 充满 激情 ;  
百度,负责 百度 文库 内容 生态 策略 算法 研发 包括 但 不 限于 内容 质量 评定 用户 质量 评定 反作弊 内容 自动 生成 等 领域 负责 前瞻 技术 跟踪 调研 产品 创新 负责 技术 方向 推动 及 项目管理 工作   岗位 专业 不 限 计算机相关 专业 优先 研究生 学历 优先 深刻理解 机器学习 技术 精通 计算机 数据结构 算法 设计 精通 CC Java PHP 中 至少 一门 编程语言 熟练掌握 Python perl shell 等 脚本语言 对 互联网内容 建设 内容 生态 方向 有 浓厚兴趣 强烈 上进心 求知欲 较强 学习 能力 沟通 能力 具备 良好 团队 合作 精神   优秀 分析 问题 解决问题 能力 勇于 解决 难题
睿思奥图,1   计算机视觉 模式识别 领域 相关 算法 研究 实现 优化   2   二维 三维 图像处理 算法 研究 实现 优化   3   对 特定 算法 模块 进行 研究 仿真 实现 测试 并 根据 测试 结果 对 算法 模块 进行 优化 改进 1   具有 图像处理 模式识别 算法 实现 经验   2   熟悉 场景 中 目标 车辆 人 动物 等 检测 跟踪 识别   3   熟悉 OpenCV FastCV VXL 等 计算机视觉 专用 函数库 熟悉 常用 图像处理 库   4   有 较 强 编程能力 熟悉 CC 具备 很强 算法 实现 能力 有 自主 学习 能力   5   良好 代码 风格 及 注释 习惯 了解 软件工程 基本概念 有 较 强 代码 调试 能力 熟悉 git 操作   6   本科 及 以上学历 计算机相关 专业 三年 以上 工作 经验   7   有 良好 团队 合作 意识 及 积极 心态 乐于 他人 合作 能够 承受 较强 工作 压力
mobike摩拜单车,从 海量 轨迹 数据 中 利用 数据挖掘 技术 分析 用户 出行 偏好 行为 规律 空间 分布 等 特征 利用 深度 学习 算法 对 复杂 图像 进行 处理 提取 识别 将 前沿 算法 应用 到 改善 摩拜 用户 骑行 体验 3 不断 通过 机器学习 算法 来 解放 人力 提升 整体 运营 效率 4 使用 多种 算法 进行 行车 调度   动态 定价 等 研究   并 应用 到 实际 产品 中   资格 1   熟悉 机器学习 数据挖掘 基本原理 技术 有 一定 将 数据 可视化 能力   2   编程 基础 扎实 熟悉 算法 数据结构 有 Java   或   Python R   开发 经验 3   有 分布式计算 相关 系统 如 MapReduce Spark 等 经验 者 优先 4   有 良好 代码 风格 代码 质量 意识 有 责任心   加 分项   有 机器学习   图像识别 自然语言 领域 实战经验 或 竞赛 经验 优先 2 熟悉 Caffe   PyTorch 或 TensorFlow 优先   3   研究成果 ACL   AAAI   ICML   NIPS   SIGKDD CVPR   ICCV 发表   4   有 出行 领域 经验 优先
小米,负责 分词 算法 及 效果 优化 场景 化 数据 结合 负责 语言 模型 算法 含 传统 N 元及 RNN 策略 效果 优化 负责 语音识别 问题 场景 化 纠错 系统 构建 及 效果 优化 负责 语音交互 对话 槽 位 抽取 意图识别 工具 开发 负责 语音交互 对话 语义 句法分析 工具 开发 负责 语音交互 对话 管理 槽 位 补全 工具 开发 负责 语音交互 意图 检测 意图 切换 工具 开发 负责 语音交互 对话生成 工具 开发 负责 开放 语义 平台 建设 开发 扎实 数据结构 算法 功底 编码 强悍 2 熟悉 Linux 开发 环境 掌握 Java 熟悉 Python C 更好 3 有 自然语言处理 数据挖掘 机器学习 知识 背景 有 实践经验 更佳 4 有 搜索引擎 推荐系统 广告 相关 技术 经验 者 优先 5 有 海量 数据处理 并行计算 开发 经验 者 优先 如 Hadoop Spark XGBoost TensorFlow 等 6 有 良好 分析 问题 解决问题 能力 对 语音 智能 服务 大 数据 工作 充满热情 7 本科 及 以上学历 硕士 博士 优先
雅森科技,医学影像 算法 分析 研究 包括 基于 医学影像 影像 分割 伪影 去除 图像 融合 配准 归一化 滤波 信息 增强 信息提取 形变 数学 建模 等 基于 机器学习 医学影像 开发 病理 图像处理 细胞 分割 分型 分类 算法 配合 程序 进行 相应 接口 调整 从事 生理 电信号 分析   例如 ECG EEG EMG 建模 分类 识别 或者 数据 融合 分析 方面 算法 开发 国内 重点 大学毕业 硕士 或 博士学位 专业 为 生物医学 工程 医学影像 数学 物理 等 相关 专业 可 接收 应届生 熟练 使用 Matlab Python 语言 熟悉 多种 机器学习 算法 数学原理 例如 SVM RF CNN XGBoost Regression 等等 熟练 使用 Tensorflow Theano   Caffe pyTorch 主流 机器学习 计算 框架 或 类似 平台 机器学习 系统 国内 主流 杂志 发表 过 两篇 以上 论文 有 多篇 国际 主流 杂志 Nature Science 等等 论文 发表 者 优先
滴滴出行,解决 AR 导航 中 图像处理 问题 通过 AR 技术 提升 导航 用户 体验         资格 熟悉 计算机视觉 常用 算法 能够 使用 深度 学习 方法 解决 计算机视觉 问题 对 目标 检测 跟踪 等 问题 有 一定 研究 熟悉 opencv tensorflow 等 工具        
美团点评,1   运用 数据挖掘 机器学习 理论 方法 设计 相关 算法 解决 业务 问题 2   包括 但 不 限于 用户 画像 商家 画像 等 知识图谱 建设 3   参 基于 大 数据 场景 数据挖掘 机器学习 系统 架构设计 开发 1   掌握 机器学习 相关 算法 如 GBDT LR KNN 等 分类 聚类 算法 2   至少 精通 Java     Python Scala 三种 之一 3   掌握 hadoop spark 等 分布式 大 数据处理 技术 机器学习 框架 4   具备 较强 数据分析 能力 能够 基于 复杂 业务 场景 快速 建模 设计 算法 5   优秀 沟通 能力 踏实 坚持不懈 工作 态度 6   211985 高校 硕士 研究生 毕业 3 年 以上 有 互联网 相关 工作 经验 优先
天猫,岗位职责       1 阿里巴巴 新 零售 战略 落地 负责 新 零售 关键 数据挖掘 算法 技术 研发 包括 选品 相关 数据分析 挖掘 建模 供应链 相关 数据分析 挖掘 优化 模型 全域 营销 相关 数据分析 挖掘 建模 等             2 工作 地点 杭州 西溪 园区 北京 望京 阿里 中心                       岗位   1 有 互联网 电商 零售 广告 营销 CRM 相关 挖掘 有 实际 项目 经验       2 熟练掌握 机器学习 算法 原理 能 熟练 运用 分类 回归 排序 等 模型 解决 有 挑战性 问题 过 大规模 机器学习 数据挖掘 项目 熟悉 常见 数据分析 挖掘 方法 包括 基础 统计分析 相关性 分析 关联 挖掘 时间 序列 分析 等 对 数据 敏感 有 良好 逻辑思维 定义 以及 解决问题 能力         5 优秀 沟通 协调 项目管理 能力   6 全职 相关 工作 经历 至少 一年 以上
时趣social-touch,  参 设计 研发 大 数据处理 平台   从事 数据挖掘 数据分析 研究 开发   参 设计 开发 优化 微博 微信 等 平台 数据 抓取 舆情 监控 语义 分类 等 nlp 相关 业务 产品   协助 数据 抓取 工具 开发 优化 提供 优化 抓取 方案   参 数据仓库 系统 hadoop 集群 审核 部署 发布 监控 维护 优化   参 大 数据系统 性能 分析 系统优化 不断 提高 系统 运行 效率   : 本科 以上学历 计算机 或者 相关 专业 ; 熟悉 linux   shell SQL python java C 等 一门 或多门 开发 语言 工具 对 Hadoop HBase Storm Zookeeper impala 或 MPI 之一 有 了解 能 完成 相关 开发 熟悉 MongoDB Redis Memcache   等 NewSQL 数据库 其一 对 pig hive hbase spooq flume scribe 有 研发 经验 者 优先 熟悉 HDFS Hbase Hive 原理 特性 常用 配置 方法 优化 手段 具备 快速 学习 掌握 新 知识 能力 优秀 分析 解决问题 能力 具备 良好 抽象 归纳 能力 创新能力 有 较 好 数据结构 基础 了解 分布式系统 编程 了解 自然语言 广告 效果 优化 等 领域 常用 数据挖掘 建模 算法 例如 逻辑 回归 朴素 贝叶斯 决策树 神经网络 深度 学习 等 熟悉 Storm Spark 等 实时 统计 技术 有 相关 实战经验 者 优先
优纳,1 负责 图像处理 机器 视觉 算法 研究 开发 2 负责 已有 算法 优化 改进 3 负责 公司 产品 算法 相关 开发 调试 4 完成 相关 开发 文档 撰写 质量体系 其他 相关 文档 撰写 5 完成 部门 领导 安排 其他 临时 工作 1 有 良好 数学 基础 熟悉 图像处理 模式识别 机器学习 信号处理 等 方面 基础知识   2 具备 较强 编程能力 精通   CC   3 具备 良好 团队精神 沟通 能力 有 较 强 逻辑思维 能力 学习 能力   4 具备 良好 英文 阅读 理解 文字 表达能力 有 基于 图像 视觉 技术 定位 识别 测量 检测 相关 项目 经验 优先
金风科技,按 需求 研发 具有 适应能力 强 稳定性 强 精度高 新 算法 提高 公司 产品 预测 精度 市场 竞争力 2 将 新 算法 公司 产品 进行 有效 结合 并 推广 使用 3 研究 并 完善 修模 工具 提高 模型 工程师 工作效率 效果 4 研究 并 优化 公司 现有 算法 提高 算法 稳定性 准确度 资格 人工智能 机器学习 应用 数学 统计 数学 气象学 计算机科学 流体力学 等 相关 专业 硕士 及 博士 毕业生 有 人工智能 机器学习 智能算法 数据分析 挖掘 2 年 以上 工作 经验 优先 考虑 2 数据 敏感度 高 适应能力 强 沟通 能力 强 抗压 能力 强 逻辑思维 能力 强 3 熟练掌握 Matlab 工具 熟悉 各种 统计 方法 4 精通 BP RBF 自 组织 竞争 神经网络 支持 向量 机等 理论知识 并 能 熟练 运用 5 精通 遗传 蚁群 粒子 群 模拟退火 禁忌 搜索 等 优化 算法 理论知识 并 能 熟练 运用 6 精通 小 波 分析 混沌 理论 ARMA 聚类 算法 等 理论知识 并 能 熟练 运用 7 了解 Linux 简易 操作 了解 数据库 简易 操作 8 了解 Java 编程 或 Python 编程 具有 一定 创新能力
京东金融,  对 电商 金融 等 多源 数据 做 分析 建模 解决 数据 市场营销 信用 风控 等 不同 场景 下 应用 问题 用户 关系 网络 应用 优化 基于 购物 支付 地理 等 维度 设计 构建 用户 网络 并 智能 推荐 信用 评估 等 方面 加以 应用   企业 图谱 建设 企业 法人 商品 用户 之间 交错 相关 通过 关系 网络 途径 评估 企业 经营 优劣势 风险   行业 知识图谱 研究 应用 如 自动 客服 智能 投顾 舆情 监控 等   5   图 计算 框架 算法 应用 优化 数学 信科 计算机 经济 等 相关 方向 硕士 或 更 高学历 博士 优先   扎实 编程能力 C   Java   Scala   Python   R   等 至少 掌握 一种   熟悉 图 计算 相关 基础理论 算法 PageRank 连通 分量 最短 路径 置信 传播 社群 发现 等   熟悉 常用 数据挖掘 模型 有图 计算 或 知识图谱 建模 相关 经验 有 neo4j titan graphx graphlab 等 类似 工具 应用 开发 经验 优先   2 年 机器学习 方向 研究 或 工作 经验 NLP 深度 学习 图 计算 等 某 一 方向 有 较为 深入 理解 应用 经验 优先 有 hadoop spark 等 大 数据 平台 上 建模 或 算法 开发 经验 优先 较 好 沟通 表达能力 较 好 团队 合作 意识 较 好 英文 读写能力
猎豹移动,资格 1   工作 3 年 以上 2   熟悉 常用 机器学习 算法 能够 熟练 将 算法 用于 工程 实践 3   有 NLP 领域 工作 经验 4   熟悉 Hadoop Spark 等 数据处理 平台 能够 平台 上 进行 数据处理 5   有 上进心 心态 积极主动 负责 为 文章 语料 提取 有效 特征 为 文章 推荐 提供 准确 完善 素材
主线科技,岗位 内容 负责 自动 驾驶 中高精 地图 生产 服务器端 系统设计 研发 负责 自动 驾驶 中 车载 端 地图 服务 系统设计 研发 负责 相应 文档 专利 以及 软件 著作权 撰写 硕士 及 以上学历 熟练掌握 cc python 了解 gis 相关 知识 有 地图 相关 经验 者 优先 具有 较强 工程 经验 能够 将 算法 实现 并 工程化 熟悉 linux 平台
多牛传媒,同行 小伙伴 感谢 缘分 让 你 点点 手指 进入 了 我们 招聘 页面 我们 期待 优秀 你 尽快 加入 结伴 fighting 这里 有 大量 妹子 休闲 别墅 办公 超 美味 午餐 丰富 娱乐 欢乐 同事 这些 你 想 拥有 吗 现 招聘 AI 工程师 算法 工程师 这里 你 再也 不是 简单 码农 我们 带 你 一起 向 高富帅 路上 狂奔 我们 需要 你 负责 海量 数据挖掘 分析 文本 分析 处理 语义识别 等 工作     根据 产品 功能 需求 提供 分词 文本 相关性 分类 聚类 等 方面 开发 工作   对 分词 新词发现 词性标注 命名实体识别 依存 句法分析 机器翻译 语义 角色 标注 信息抽取 有 深度 理解   利用 机器学习 技术 改进 今日 头条 新 业务 推荐系统 提升 用户 体验 主要 工作 包括 推荐 模型 改进 用户 画像 优化 文章 特征 优化 等 我们 希望 你 具备   优秀 编程能力   有 扎实 算法 功底     数学 功底 扎实 熟悉 数据挖掘 机器学习 领域 常用 算法   具有 良好 逻辑思维 能力 ;   熟悉   linux   环境 熟悉   python   编程   对 机器学习 算法 优化 理论 有 一定 了解   硕士 学历 以上 有 深度 学习 研究 自然语言处理 经验 优先 ;         先来点 实际 多牛传媒 为   每 一位 员工 提供 最 人性化 薪酬 福利 工作 环境 入职 缴纳 社保 公积金 我们 义不容辞 我们 关心 每 一位 多牛人 健康 健身房 水果 零食 饮料 等 多项 软 福利 每天 下午 困困 哒 不要紧 咖啡 无 限量供应 我们 有 最 open 文化氛围 珍视 每 一位 多牛人 每 一个 小小 建议 多牛传媒 趣 最 活力 最 学习 最靠 谱 最 创新 我们 等待 你 加入
Go Fun,负责 基于 海量 用户 数据 研究 用户 行为 开发 用户 画像 负责 设计 精准 投放 调度 算法 提高 订单 转化率 用户 体验 负责 各 算法 模型 设计 代码 实现 数据 清洗 过滤 特征抽取 参数 选择 算法 实验 效果 分析 资格 本科 或 硕士 学历 计算机 应用 数学 模式识别 人工智能 自控 统计 运筹学 等 专业 对 机器学习 概率 统计 等 算法 原理 及其 互联网 行业 应用 有 深入 理解 浓厚 兴趣 熟练掌握 至少 一种 编程语言 Java C R Python 有 出行 行业 实际 工作 经验 优先
图森未来,负责 无人驾驶 汽车 控制系统 研发 仿真 调试 及 测试 工作 负责 对 车辆 速度 及 方向 等 执行机构 标定 及 精确 控制 负责 设计 稳定 冗余 控制 方案 配合 其他 模块 工程师 完成 决策层 执行层 交互 负责 车辆 运动 模型 构建 测试 其他 部门 协同 完成 系统集成 调试 工作 自动化 专业 或 相关 专业本科 及 以上学历 具有 良好 控制系统 设计 信号 滤波 处理 动态 系统 建模 专业知识 熟练掌握 现代 控制 理论 熟练掌握 如 MPC 等 一种 及 以上 控制算法 熟练掌握 频域 时域 中 控制器 设计 方法 稳定性 分析 熟练掌握 动态 系统 建模 及 参数 测量方法 了解 汽车 横 纵向 及 制动 控制 了解 车辆 底盘 控制 车身 动力学 轮胎 特性 悬挂 系统 特性 有 AEB ACC LKA ESP 等 开发 经验 者 优先 熟练掌握 Matlab Simulink 及 相关 工具包 使用 掌握 CarSimTruckSim prescan 等 汽车 仿真 测试软件 有 无人驾驶 控制系统 设计 经验 者 优先
四维图新,1   负责 卫星 导航 基带 捕获 跟踪 算法 研究 改进 2   负责 产品 工程 升级 维护 3   负责 测试数据 分析 问题 解决 以及 客户 支持   岗位 通信 信号处理 电子 计算机专业 硕士 及 以上学历 精通 扩频通信 系统 接收机 原理 精通 数字 信号处理 算法 熟悉 C语言 开发 了解 嵌入式 平台 软件开发 良好 沟通 团队 协作 精神
今日头条,                职责 利用 机器学习 技术 改进 今日 头条 新 业务 推荐系统 提升 用户 体验 主要 工作 包括 推荐 模型 改进 用户 画像 优化 文章 特征 优化 等 本科 及 以上学历 一年 及 以上 工作 经验 熟悉 linux 开发 环境 熟悉 C python 语言 对 规模 数据挖掘 机器学习 感兴趣 熟悉 其中 一项 或 多项 优秀 编码 代码 控制能力   有 扎实 数据结构 算法 功底 良好 逻辑思维 能力 能够 从 海量 数据 中 发现 关键 特征 有 推荐系统 搜索 广告 策略 端 工作 经验 优先                
知乎,诱惑 - 免费 早 午餐 弹性 工作制 扁平化 管理 双休 描述 - 基于 数千万 知乎 用户 数据 高质量 内容 数据 建立 对 用户 对 内容 深入 理解 - 基于   Hadoop Spark   等 高性能 计算 平台 构建 改进 数据挖掘 机器学习 算法 技术 支撑 知乎 业务 发展 - 以 数据挖掘 数据分析 为 基础 发现 新 产品 改进 点 以 数据 技术 驱动 知乎 产品 改进 探索 新 产品 形态 - 跟踪 业界 最新 机器学习 算法 研究 趋势 并 尝试 将 其 应用 于 实际 生产 环境 资格 - 扎实 计算机 基本功 对 计算机 算法 有 深入 理解 - 熟练掌握   C Python Java   等 其中 一种 或 几种 编程语言 过 实际 工程项目 理解 基本 编程 模式 - 使用 过   Hadoop Spark MPI   等 并行计算 平台 中 一种 或 几种 对 并行 化 计算 有 较 深入 认识 理解 - 理解 常用 机器学习 数据挖掘 算法 并 进行 过 相关 实践 加 分项 - 有 推荐 ranking NLP 文本挖掘 等 方向 实际 工程 项目 经验 - 有 深度 学习 等 机器学习 前沿 方向 研究 经历 - 有 较 强 产品   sense 关注 知乎 产品 有 出色 沟通 能力 能够 独立 推动 项目 进展
滴滴出行,          1 负责 滴滴 核心 出行 业务 团队 数据分析 模型 训练           2 利用 技术 实现 业务 原始数据 自动化 获取 清洗 整理 分类 入库 供 算法 团队 调取 使用         岗位           1 熟练掌握 mysql hdfshivehbase   nosql 数据库 使用           2 熟练掌握 shell python 脚本 通过 脚本语言 编写程序 进行 数据 清洗 分类 入库           3 具有 1 年 以上 数据 清洗 数据挖掘 方向 脚本 开发 经验           4 熟练 使用 linux 操作系统 具有 服务端 c java php 开发 经验 者 优先           5 具备 分析 解决问题 能力 能够 承受 工作 中 压力           6 具备 良好 人际沟通 能力 团队 协作 能力        
美团点评,1   运用 数据挖掘 机器学习 理论 方法 设计 相关 算法 解决 业务 问题 2   包括 但 不 限于 用户 画像 商家 画像 等 知识图谱 建设 3   参 基于 大 数据 场景 数据挖掘 机器学习 系统 架构设计 开发 1   掌握 机器学习 相关 算法 如 GBDT LR KNN 等 分类 聚类 算法 2   至少 精通 Java     Python Scala 三种 之一 3   掌握 hadoop spark 等 分布式 大 数据处理 技术 机器学习 框架 4   具备 较强 数据分析 能力 能够 基于 复杂 业务 场景 快速 建模 设计 算法 5   优秀 沟通 能力 踏实 坚持不懈 工作 态度 6   211985 高校 硕士 研究生 毕业 3 年 以上 有 互联网 相关 工作 经验 优先
