company,bt
蚂蚁金服集团,工作 地点 上海 北京 杭州 成都 岗位职责 1   负责 机器学习 算法 深度 学习 算法 自然语言处理 信息安全 加密 计算机视觉 语音识别 金融 数据挖掘 金融 系统优化 金融 量化 分析 等 某 一个 领域 研发 应用 2   深入分析 现有 算法 了解 业务 需求 给出 有效 优化 解决方案 3   对 业界 机器学习 算法 应用 有 广泛 了解 并且 能够 跟踪 最新进展 4   制定 有效 项目 进度 管理机制 按照 项目 上线 时间表 推进 项目 研发 工作岗位 １   统计 计算机 数学 物理 金融 工程 等 专业本科 以上学历 大 数据 领域 有 相关 工作 经验 ２   机器学习 深度 学习 信息安全 以及 搜索 广告 推荐 计算机视觉 语音识别 机器翻译 QA Chatbot NLP 关系 网络 挖掘 金融 量化 分析 等 某 一 领域 有 2 年 以上 研发 经验 ３   熟练掌握 SQL R Python 以及 相关 进行 分析 工具 或 Hadoop Spark CosmosODPS 等 大 数据 分布式 平台 熟悉 分布式 机器学习 框架 比如 Spark   MLLib   MPI   Parameter   Server   流行 深度 学习 开源 工具 比如 Caffe Theano   Torch   TensorFlow   MXNet   CNTK   等 Coding 能力 较强 有 C Java 语言 编程 经验 优先 4 良好 沟通 能力 团队 合作 精神 有 一定 组织协调 能力 较 好 抗压 能力 5 对 数据 敏感 分析 数据 抽象 问题 对于 把 大 数据 人工智能 分析 结果 能够 应用 到 实际 业务 场景 产生 商业价值 具有 强烈 热情
陌陌,1   用 机器学习 数据挖掘 等 方法 基于 陌陌 累积 海量 数据 提高 整个 广告 系统 变现 能力 以及 广告主 ROI   2   负责 陌陌 商业 广告投放 系统 核心 技术创新 优化 提高 线 广告 相关度 用户 体验 投放 效果 ; 3   负责 广告 核心 策略 研发 包括 CTR 预估 竞价 机制 研发 广告 匹配 相关性 技术 等 方向 1   本科 及 以上学历 计算机 或 语言学 相关 专业 专业 3   年 以上 互联网 工作 经验 2   熟悉 Linux   操作系统 Shell   脚本 编程 3   掌握 自然语言处理 专业知识 熟悉 各种 数据挖掘 算法 技术 具有 实际 数据挖掘 处理 经验 4   熟悉 机器学习 模式识别 等 常用 算法 有 CTR   预估 经验 及 广告 变现 策略 相关 经验 优先
京东集团,1   参 JD 新一代 智能 预测 体系 搭建 深入 了解 挖掘 业务 痛点 并 提出 可行 解决方案 2   运用 数据挖掘 机器学习 等 技术 深入分析 海量 销量 订单 促销 等 数据   建立 预测 领域 相关 模型 包括 但 不 限于 时序 模型 回归 模型 计量 经济模型 等 3   参 海量 数据分析 统计 能够 深入分析 现有 模型 不足 持续 优化 算法 4   跟进 数据挖掘 机器学习 相关 技术 业界 发展 并 合理 运用 到 实际 产品 岗位 发展 1 京东 美国硅谷 研发 中心 领域 技术 专家 协作 创造 业务 价值 提升 影响力 2 全球 顶级 学术会议 演讲 交流 机会 3 部门 核心 合理 产品 规划 路线图 稳定 工作 环境 良好 职业 发展 空间 1   计算机 数学 统计学 或 人工智能 相关 博士 学历 2   对 数据 敏感 喜欢 并 善于 从 数据 中 发现 规律   3   精通 一门 或多门 开发 语言 Python R 等 熟练掌握 常用 数据结构 算法 4   精通 常用 机器学习 数据挖掘 算法   包括 GBDT SVM 线性 回归   逻辑 斯谛 回归 以及 神经网络 等 算法 5   有 机器学习 相关 领域 顶级 论文 发表 相关 理论 研究 经验 6   熟悉 Hadoop Spark 等 分布式 机器学习 框架 熟悉 PigHive 等 大 数据处理 平台 具备 实际 工作 经验 7   优秀 沟通 协作 能力 有 创新 精神 乐于 接受 挑战 能 承受 工作 压力     8   有 深度 学习 实际 项目 经验 者 优先 9   良好 英语 阅读 能力
桃树数据,岗位职责   1   负责 机器学习 产品 算法 设计 实现 测试 岗位   1   一流大学 毕业   2   计算机科学 统计学 应用 数学 等 相关 专业   3   精通 R 语言 或 CC   4   扎实 统计学 理论 基础   5   熟悉 主流 机器学习 算法 及其 原理   6   机器学习 实战经验 2 年 以上 加 分项   1   熟悉 分布式 机器学习 算法 实现   2   熟悉 优化 理论   3   熟悉 Spark   4   建模 竞赛 获得 名次
华电安诺,  1 熟悉 掌握 应用 基本 算法 基本 数据结构 算法 常见 聚类 算法 推荐 算法 等   2 加拿大 算法 团队 进行 密切 交流 沟通 学习   3 学习 掌握 算法 配合 协调 产品开发         1 硕士 及 以上学历 统计 或 控制 或 工程 毕业生 不 限 工作 经验 具有 客户 沟通 能力 能 了解 客户 需求 传递 产品 价值 具有 团队 合作 经历 有 一定 领导 能力 英语 6 级 以上 熟练 使用 英语 工作 熟悉 常用 数据挖掘 技术 机器学习 算法 熟悉 其 原理 适用范围 持续 学习 保持 跟进 机器学习 领域 最新 研究 方向 成果 对于 大 数据 应用 各个 垂直 领域 探索
小米,负责 海量 新闻 内容 内容 理解 挖掘 高质量 内容 特征 支持 推荐 服务 计算机科学 机器学习 人工智能 等 专业本科 及 以上学历 扎实 算法 编程能力 熟悉 并 能 实现 自然语言处理 常用 算法 文本分类 实体词 识别 情感分析 等 领域 有 丰富 经验 优先
优加利企业,使用 matlab 及 C 进行 心脏 电 生理 数据分析 模型 设计 算法 设计 对 算法 进行 验证 持续 改进 配合 软硬件 工程师 进行 以上 算法 跨平台 移植 性能 优化 并 及时 解决 研发 过程 中 遇到 各种 技术难题 具有 优秀 团队 协作 能力 按照 医疗器械 设计规范 撰写 整理 研发 过程 各种 详细 开发 测试 文档 具有 较强 文字 组织 能力 根据 算法 部门 提出 研究 开发 课题 进行 资料 收集 算法 设计 优化 并 通过 编程语言 实现 本科 一年 以上 相关 工作 经验 计算机 生物医学 工程 数学 信号处理 等 相关 专业 熟悉 数字 信号处理 各类 算法 能 熟练 应用 Matlab CC C 等 熟悉 数据挖掘 机器学习 各类 基础 算法 并 能 熟练 实现 具有 良好 编程 习惯 具有 良好 英文 阅读 能力 满足 下列 条件 之一 者 优先 考虑 具有 心电 领域 工作 经历 并 有 丰富 信号处理 及 心电 算法 实际 研发 经验 者 熟悉 常用 心 电信号 数据库 包括 AHA   DB MIT   DB 等 并 基础 上 做 过 类似 算法 研究
福佑卡车,优化 已有 机器学习 系统 并 持续 推进 用户 画像 构建 工作 支持 各 事业部 算法 数据 相关 新 产品 需求 熟悉 前沿 算法 发展 掌握 未来 发展趋势 计算机 统计学 数学 计量经济学 金融学 等 相关 专业 硕士 及 以上学历 3 年 以上 数据分析 相关 工作 经验 至少 掌握 一门 编程语言 CC JAVAPYTHON 熟练掌握 SQL 有 独立 数据 探查 能力 ; 4 曾经 参 过 比较 完整 数据 采集 清洗 整理 分析 工作 有 数据 产品设计 经验 熟悉 决策树 聚类 逻辑 回归 关联 分析 SVM 贝叶斯 等 数据挖掘 算法 优先 有 海量 时间 序列 数据挖掘 经验 优先 熟悉 SAS SPSS R 等 统计分析 软件 者 优先 有 互联网 相关 行业 背景 有 竞对 数据分析 及 数据挖掘 经验 尤佳 精通 Excel PPT WORD 等 办公 软件 具有 专业 数据分析 能力 较强 逻辑推理 能力 以及 书面 口头 表达能力 具备 较强 规划 统筹 能力 有 较 强 执行 能力 ;
数行健,1 根据 文献 或者 已有 模型 Spark 框架 上 进行 分布式 算法 实现 测试 等 工作 2 交通 领域 数据处理 算法 参数 优化 数据分析 工具 开发 测试 等 3 负责 一定 专利 撰写 开发 文档 编写 等 相关 工作 1 计算机 自动化 应用 数学 或 智能 交通 相关 专业本科 及 以上 2 一年 以上 实际 工作 经验 熟悉 CC Java Python Scala 至少 一种 语言 具有 良好 编程 习惯 3 基本 统计分析 知识 接触 过 数据挖掘 数据 融合 或者 有 一定 理解 4 良好 沟通 团队 合作 能力 主动 学习 意愿 认真负责 工作 态度 有 一定 英文 读写能力 加 分项 1 开发 过 Hadoop 或者 Spark 项目 或者 有 其它 大 数据 工具 使用 经验 2 有 数据库 使用 经验 或者 数据仓库 等 工具 使用 经验 3 机器学习 数据 预测 等 方面 有 项目 经验 或 较 深刻 认识 4 有 matlab R 使用 或 开发 经验 有 Linux 系统 使用 经验 5 智能 交通 领域 从业 经验
Keep,「 写 前面 」   「 Keep 」 是   App   Store   官方 推荐 移动 健身 工具 社区 中国区   Apple   Store   预装   Demo   App 并且 收录 健康 健美 榜 精品 推荐 中 长期 占据 分类 榜 第一名 现 注册 用户 突破   1   个 亿       我们 正 快速 成长 需要 你 加入   「 职责 希望 由 你 来 做 」   1 负责 推荐系统 设计 及 实现 2 负责 用户 行为 挖掘 分析       3 参 系统 改造 架构 演变 等 改造 型 研发 工作       「 我们 需要 你 」   1     2 年 以上 工作 经验 有 大型 互联网 公司 从业 经验 优佳     2   良好 编码 能力 有 扎实 数据结构 算法 功底     3   良好 数学 功底 建模 能力 理解 数据挖掘 机器学习 领域 常见 算法 包括   LR 决策树 SVM 朴素 贝叶斯   K - Means 等     4   至少 精通   Java Python   中 一种 开发 语言   5   熟悉   Hadoop Storm Spark   等 开源 项目   「 加 分项 」 1   技术 geek 2   英语 好   「 基础 福利 」     1   年度 至少 13 薪 并 有 机会 获得 股票 期权   2   周末 双休 除 上线 之外 较 少 加班 我们 不 提倡 加班 哦 3   每年 12 天全 薪 病假 入职 即享 7 天年 假 标准 每年   4   已 认证 为 高新技术 企业 可 办理 《 北京市 工作 居住证 》 5   每年 不少 于 一次 出境游 或 给予 丰厚 年度 旅游 基金   6   每年 一次 免费 体检 人身 意外险 商业 补充 医疗保险   7   苹果 rMBP 27 寸   Dell ＋ 其他   「 福利 plus 」   8   生日 节日 聚会 趴体 现磨 咖啡 零食 水果 饮料 供应   9   专属 24 小时 健身房 淋浴 设备 不定期 携 家属 观影 活动     更 多 福利 等 你 来 体验   「 我们 获得 」   2015   年度   iPad   精选 应用 App   Store   官方 推荐   App   Store   健康 健美 精选   腾讯 应用 宝 小红花 奖 小米 第十八 期金米 奖 360 蒲公英奖   … … 还有 很多 等待 你 来 书写     ＃ 「 Keep 」 给 你 不仅仅 是 工作   ＃ 「 Keep   Office 」   座标 北京市 东城区 东四十条 94 号 亮点 设计 中心 A座 5 层 路线 地铁 5 号线 张自忠 路站 C 口往 东 300 米 即可
奇点机智,岗位职责 •   负责 自然语言 理解 相关 机器学习 算法 研究 实现 •   负责 产品 原型 系统 开发 岗位 •   统招 本科 及 本科 以上学历 自然语言处理 或 应用 数学 专业 者 拥有 硕士 或 博士学位 优先 •   对 数据挖掘 自然语言处理 以及 机器学习 算法 有 深刻 了解 •   以下 领域 之一 有 有 较 强 算法 工作 经验 网页 搜索 垂直 搜索 用户 行为 聚类 分析 •   精通 CC 语言 Python 语言 数据结构 编码 基本功 扎实 •   熟悉 CUDA 或 分布式计算 者 优先 •   具有 优秀 分析 解决 实际 问题 能力 态度
InnoTREE,  1 负责 数据 平台 架构 分析 算法 设计 发现 解决 存 技术 问题   2 主持 系统 逻辑 模型 物理 模型 设计 并 实现 原型   3 全面 把握 总体设计 重要 技术 决策 具体 设计 开发 工作 以及 关键技术 攻关   1 计算机相关 专业本科 或 以上学历 3 年 以上 分布式系统 或者 应用 系统 架构 分析 设计 数据挖掘 算法 经验 高性能 开发 或 调优 方面 有 实际 经验 2 具备 良好 识别 设计 通用 框架 及 模块 能力   3 具备 优秀 数据挖掘 算法 数据 策略 优化 经验 4 具有 高度 抽象 设计 能力 思路清晰 善于 思考 能 独立 分析 解决问题 责任心 强 有 良好 沟通 能力 能 协调 多方 资源 完成 共同 目标   激情 愿意 分享 自我 驱动 能力 强 良好 结果 导向 抗压 能力   5 必须 以下 技术 领域 有 一项 或 多项 经验   A :   大型 分布式系统 高 并发 高可用性 系统 B :   分布式 存储 经验 C :   高性能 缓存 D :   大规模 机器学习 或者 数据挖掘 算法 经验
国机智能技术研究院,负责 表贴 式 永磁 同步电机 控制算法 研究 开发 包含 转动惯量 辨识 振动 抑制 低速 控制 电流 环 带宽 拓展 各种 前馈 控制 建立 电机 及其 控制系统 数学模型 并 Matlabsimulink 下 仿真 验证 编写 控制算法 代码 伺服 驱动器 中 实现 相应 功能 硕士 及 以上学历 电机 控制 相关 专业 精通 表贴 式 永磁 同步电机 硬件 结构 驱动 原理 精通 电机 FOC 控制 PID 控制 前馈 控制 观测器 等 经典 控制 方法 精通 Matlabsimulink C语言 设计 具有 良好 代码 编写 习惯 及 文档 编写 能力 具有 良好 语言 书面 表达 沟通 能力 对 机器人 伺服 驱动器 有 深入 了解 有 机器人 相关 伺服 驱动 开发 经验 者 优先 具有 较强 团队 合作 精神 为人正直 吃苦耐劳 诚恳 踏实 有 上进心
滴滴出行,                岗位职责 1   研发 AR 增强 现实 算法 系统 革新 人 周围环境 交互 方式 提升 滴滴 用户 驾乘 体验 其他 研发 或 产品 团队 合作 开发 原型 或 产品 级 解决方案 积极 从事 算法 或 产品 创新 扩充 滴滴 知识产权 储备 学术 或 产业界 交流 掌握 前沿技术 了解 产业 趋势 计算机 自动化 电子 应用 数学 或 其他 相关 专业 硕士 以上学历 博士 优先 熟悉 至少 一个 如下 领域 机器学习 计算机视觉 图像处理 计算机 图形学 对 下列 至少 一个 具体 领域 有 实际 研发 经验 深刻理解 者 优先   o   机器学习 特别 是 深度 学习 视觉 识别 中 应用 例如 物体 识别 定位 图像 语义 分割 场景 理解 等   o   三维 计算机视觉 SfM   立体 视觉   vSLAM   VOVIO 等   o   大规模 基于 内容 图像 或 视频 检索   o   单 目标 或 多 目标 视觉 跟踪   有 良好 论文 发表 记录 或 有 影响力 产品 ／ 技术 研发 经验 者 优先   良好 算法 数据结构 基础 并 至少 擅长 如下 一门 编程语言 C Python Java   5 满足 上面 前提 下 有 如下 经验 者 优先   o   GPU 编程 CUDA   OpenCL   OpenGL 等   o   大 数据 高性能 计算 并行 系统   o   移动 或 嵌入式 设备 上 软件开发 及 性能 优化   o   Web 应用 或 服务 开发   好奇 勤奋   对 技术 研发 有 热情 积极主动 动手 能力 强 思维 清晰 有 较 强 分析 解决问题 能力   良好 口头 书面 表达能力 以及 团队 合作 能力                
