jobname,money,company_name,p_bot,industry,job_bt
高级数据挖掘,15k-30k,慧嘉互动,"15k-30k,经验3-5年,本科","移动互联网,广告营销 / 不需要融资","
职位描述：

岗位职责:
1、 大数据量的用户行为数据的处理、清洗和挖掘，并持续迭代优化推荐策略，深入发掘业务需求和业务创新点；
2、 完成算法模型在分布式环境下的构建、维护、部署和资源评估；
3、 用数据及挖掘模型驱动提升物流各个环节的作业效率；
4、 通过数据算法为业务提供更科学、更精细化的规划方案；
5、 为开放业务提供数据挖掘支持，为用户提供优质服务。

任职资格:
1、 计算机，数学，数据挖掘等相关专业本科及以上学历，3年以上相关工作经验；
2、 扎实的计算机及数学基础（数据结构、数据挖掘等），良好的逻辑思维能力，擅长算法与建模；
3、 熟悉大数据开发环境，有独立的实现能力；
4、 具有良好的逻辑分析、语言表达和文档编写能力；
5、 对数据敏感，善于发现数据中的潜在规律，善于分析问题
 
 

"
数据挖掘工程师,20k-40k,京东金融,"20k-40k,经验3-5年,硕士",金融 / 上市公司,"
职位描述：

岗位职责：
1、负责工程方案的模块设计、拆解，以及实施细节的把握； 
2、负责关键技术问题的攻关和系统优化，解决开发过程中的技术难题；
3、负责协调同技术团队的合作，推进相关模块的开发工作； 
4、负责新技术的跟踪、研究和落地应用，以及新技术的创新研发。

任职要求： 
1、统招全日制本科及以上学历，2年以上年Java开发经验，熟悉jvm运行机制和原理，多线程编程，有很强的trouble shooting能力，有线上问题排查和调优能力；
2、具备很强的工程能力和编码能力，精通常用的数据结构和算法，精通面向对象设计开发，熟练应用常用的设计模式；
3、熟练使用python，shell，scala等任意一种脚本语言(python web编程尤佳)，并在工作中有过使用和优化经验；
4、熟练使用主流关系型数据库：如mysql，有性能优化方面的经验优先
。熟练使用nosql数据库：如impala，hbase，mongoDB等，有优化设计经验优先； 
5、熟悉hadoop生态其相关组件(包含但不限于hdfs，hive，impala，yarn，kafka，flume等)的基本原理，MR任务调优经验，具备一定的数据建设能力和经验；
6、良好的抗压能力，良好的沟通、表达、分析能力。

"
数据挖掘,18k-36k,人人行(借贷宝),"18k-36k,经验3-5年,本科","移动互联网,金融 / C轮","
职位描述：

岗位职责:1、基于公司业务产生的海量数据，建立用户评估数据挖掘模型，可能包括但不限于：用户风险评分、用户行为评分、用户交易偏好、商户风险评级评分等；2、实时跟踪公司业务的数据变化，为公司风控决策、产品方向、风险策略提供数据支持和方案；3、对公司新的风险政策及策略执行效果，进行跟踪与结果验证，及时反馈并改进执行效果；4、对于部门内产品、需求提供数据支持，根据数据分析结果对于风险规则配置提供建议；
任职资格:1、计算机，统计，信息，数学等相关专业硕士及以上学历，3年以上数据挖掘、机器学习领域经验；2、熟悉各类分类与回归算法（如逻辑回归、SVM、神经网络、决策树、贝叶斯等）； 3、熟悉各类变量筛选与降维算法；4、有金融行业用户评分建模、互联网分布式大数据挖掘、支付行业数据挖掘经验者（尤其是支付行业用户及商户风险评分者）优先； 5、有数理统计、机器学习类学科背景者优先； 6、有很强的逻辑思维能力、优良的沟通表达能力； 7、有很强的理解具体业务的能力及快速学习能力； 8、熟悉C、Java或者Python等程序设计语言 ，熟悉MySQL、Oracle等关系型数据库 。

"
数据挖掘工程师,30k-60k,时度检测,"30k-60k,经验3-5年,本科","企业服务,其他 / 不需要融资","
职位描述：

工作职责：

负责商业数据平台数据挖掘核心技术研究和开发
协助对项目实施中遇到的算法性能瓶颈进行诊断和改进；

任职资格：
1，3年以上互联网公司工作经验； 
2，熟练掌握C/C++，熟悉Python/Perl/Shell等至少一种脚本语言；
3，对数据结构和算法设计有较为深刻的理解； 
4，熟悉常见的机器学习&amp;数据挖掘算法，有相关研究或项目经验；
5，优秀的分析问题和解决问题能力，对解决挑战性的问题充满激情； 
6，具备搜索/计算广告/推荐/大规模数据分析等相关经验者优先。

"
推荐算法/机器学习/数据挖掘/高级工程师,25k-50k,网易,"25k-50k,经验3-5年,本科","电子商务,移动互联网 / 上市公司","
职位描述：

岗位职责：1. 负责网易门户推荐系统、智能匹配等业务的建设2. 负责海量内容和用户数据的分析和挖掘、建模，快速迭代算法，提升算法效果3. 参与搭建和实现大规模机器学习排序模型，自然语言处理模型等4. 参与建立公司级的用户画像体系，为数据分析、算法推荐提供支持职位要求：1. 两年以上相关领域工作经验2. 扎实的操作系统，数据结构及算法基础3. 熟悉C++、java等主流开发语言，熟悉shell or python等脚本语言4. 掌握常用机器学习、自然语言、最优化算法。具备扎实的概率统计基础，有较深理论功底和相关实践经验者优先。5. 具备良好的分析和解决问题的能力，具备一定的钻研精神和持续学习的意愿，强烈的责任感和团队感，对负有挑战性的工作充满热情

"
数据挖掘工程师-小爱音箱,20k-40k,小米,"20k-40k,经验1-3年,本科",移动互联网 / D轮及以上,"
职位描述：

岗位职责：
1、负责小爱数据平台的建设，接入和管理小爱各业务数据，进行数据采集、抽取、整合、提取和数据可视化等工作；2、负责小爱领域知识库建设；3、负责大数据的分析和挖掘，为产品决策提供数据的支持和建议，帮助产品进行优化改进；
岗位要求：
1、计算机或相关专业，本科及以上学历，3年以上Java开发经验，学习能力突出；2、熟悉hadoop生态系统常见项目的使用（hdfs、hive、hbase、spark等），具有spark开发经验，有实际大数据项目优先；3、精通Java，Scala，熟悉Linux下操作；4、有机器学习，自然语言处理、知识图谱等经验者优先；5、具有良好的分析问题和解决问题的能力，对大数据工作充满热情。

"
数据挖掘工程师,30k-50k,京东金融,"30k-50k,经验5-10年,本科",金融 / 上市公司,"
职位描述：

岗位职责：
1、面向应用场景 以用户行为数据交易数据挖掘目标人群，为公司决策提供支持；
2、利用统计分析、机器学习等方式建立数据模型，针对用户行为建模，为数据营销进行基础支持；
3、结合业务进行探索，并建立分析挖掘主题，通过建模对业务数据进行分析挖掘。
任职资格：
1、统计、数学、计算机相关硕士以及以上学历；
2、三年以上数据挖掘经验；熟练使用如sql、hive等数据库工具；
3、精通python或R；
4、熟练掌握统计理论以及机器学习理论，熟悉常用数据挖掘方法：分类、聚类、回归等，有机器学习的实践经验；
5、对业务数据分析有较高敏感度和逻辑性；热爱数据分析工作，责任心强，出色的执行和沟通能力，能够承受较大工作压力。

"
数据挖掘研发工程师,15k-25k,车慧达,"15k-25k,经验1-3年,本科",数据服务 / 天使轮,"
职位描述：

1、硕士学历及以上，三年以上数据挖掘经验。
2、精通java、python、C++等一门或者一门以上的编程语言。
3、熟悉特征工程，对基础统计理论，如抽样分布，假设检验，多因素分析，随机过程等有应用经验。
3、精通广义线性回归、SVM、隐马模型、EM算法求解，主题模型，卷积神经网络中的一个或多个，能够从理论角度推导算法的求解过程，有自己琢磨出来的见解。
4、有过基于地图算法经验的是加分项。

"
数据挖掘工程师,10k-16k,央视国际视频通讯有限公司,"10k-16k,经验1-3年,本科",文化娱乐 / 不需要融资,"
职位描述：

岗位职责：
1、参与产品推荐系统的设计与开发
2、参与海量文本的聚类、分类、内容挖掘等研发和优化工作
任职要求：
1、在统计学、数据挖掘、自然语言处理、机器学习等领域有一定积累
2、熟练掌握Python/R/Java任一语言，并熟悉常用数据挖掘/机器学习工具
3、有数据挖掘、数据分析实际项目经验
4、了解Hadoop/Spark/Storm等技术并具有实践经验者优先
5、有自然语言处理或推荐系统相关经验者优先

"
数据挖掘算法工程师--北京,20k-40k,美图公司,"20k-40k,经验3-5年,本科","移动互联网,硬件 / 上市公司","
职位描述：

（反作弊-社区方向）
岗位职责：
1. 参与反作弊系统特征工程的建设，包括数据的获取和清洗
2. 参与反作弊系统数据挖掘和特征挖掘算法的实现和优化
3. 参与反作弊系统用户质量模型的开发与构建
岗位要求：
1. 至少掌握java、C/C++、python中的一门语言，并有实际项目的经验；
2. 有扎实的算法基础，熟悉并掌握常用的机器学习算法，如GBDT、RF等分类算法，LR、多元回归等回归类算法。
3. 对数据具备良好敏锐的洞察力，能够对数据做出合理的判断，对数据有自己的看法；
4. 具备良好的自学能力、论文阅读能力和语言表达能力；

"
数据挖掘工程师,13k-25k,新华网,"13k-25k,经验1-3年,本科","移动互联网,文化娱乐 / 上市公司","
职位描述：

岗位职责：    
1、参与设计和开发大数据分析与数据挖掘等系统；2、基于实际业务需求建模，设计高效算法，并对其进行验证和实现；3、应用数据挖掘及其相关技术进行数据分析；4、关注前沿技术和算法，并结合实际业务进行预研。    








任职要求：    
1、计算机、数学、统计等相关专业，本科及以上学历，985或211院校优先；2、熟悉Java和Python两种语言之一，熟悉Hadoop、Spark、Storm、HBase等主流大数据技术和工具；3、熟悉常见数据挖掘和机器学习算法及其原理、评价方法和适用条件，能根据业务建立挖掘模型，选择最优算法并实现；4、能够阅读英文技术文档及论文，具有良好的自学能力，可以快速学习和掌握新的方法和技术；5、具有良好的分析及解决问题的能力、协作沟通能力，具有积极的工作态度，较强的责任心；6、了解常用数据挖掘工具，具有1年以上数据挖掘算法开发经验优先。    









"
机器学习/数据挖掘工程师（北京）,20k-35k,百度,"20k-35k,经验1-3年,本科","移动互联网,数据服务 / 不需要融资","
职位描述：

【工作职责】
-负责百度凤巢的算法改进  
-负责在线广告投放系统的核心技术创新与优化  
-提高在线广告的相关度、用户体验、投放效果及变现能力
-应用机器学习等尖端技术，针对海量信息建模，挖掘潜在商业价值 
-基于大规模用户行为，以效果为目标，建立并优化推荐系统的基础算法和策略 
【任职资格】
-计算机或相关专业硕士以上学历 
-良好的逻辑思维能力，和数据敏感度，能能够从海量数据中发现有价值的规律 -优秀的分析和解决问题的能力，对挑战性问题充满激情 
 -良好的团队合作精神，较强的沟通能力  
-良好的技术领导能力，有能力开辟一个技术方向，带动和引导一个技术方向的规划、研发 
-熟悉C/C++语言编程，对数据结构和算法设计有较为深刻的理解 
【具备以下能力之一】
-熟悉大规模数据挖掘、机器学习、分布式计算等相关技术，并具备多年的实际工作经验  
-具备大规模推荐系统的研发经验(推荐算法设计和实现/推荐系统评估方法研究)  
-具备自然语言处理、信息过滤、主题提取、分类聚类、个性化用户建模、文本挖掘等相关领域知识  
-具备机器学习理论、算法的研究和实践经验 
-具备分布式相关项目研发经验（如分布式存储/分布式计算/高性能并行计算/分布式cache等） 
-具备搜索引擎、广告投放、反作弊相关技术的知识和经验

"
高级数据产品经理-数据挖掘方向,20k-40k,今日头条,"20k-40k,经验3-5年,本科","移动互联网,数据服务 / C轮","
职位描述：

        职位职责：
1、深入了解业务，利用对线索，销售，客户的数据，以业务数据结合的方式，支撑业务发展；
2、理解商业需求，能够运用统计，数据挖掘，机器学习的方法解决实际业务问题；
3、负责千万级商业线索的属性清洗，特征筛选，意向预测；
4、负责中小广告主客户群体的生命周期监控，客户价值挖掘，消耗增长等策略的产出。

职位要求：
1、本科以上学历，统计学相关专业优先；
2、3年以上数据分析、数据模型设计、数据处理或用户画像等工作经验；
3、熟练掌握SQL、数据分析理念及工具，了解Hadoop/Hive/数据库设计经验优先；
4、熟悉常用数据挖掘算法，具有利用算法解决业务问题的意识；
5、积极坦诚，主人翁意识，抗压能力强，具有独当一面的能力；
6、有广告投放，用户增长，客户增长相关经验者优先。
        
"
瓜子二手车数据挖掘工程师,20k-40k,瓜子二手车直卖网,"20k-40k,经验3-5年,本科",O2O / B轮,"
职位描述：

工作职责 1 负责二手车交易等相关海量数据的分析和挖掘； 2 负责推荐、调度等相关智能服务的研发与维护。工作要求 1 计算机、数学或统计等相关专业本科及以上学历； 2 扎实的机器学习/数据挖掘理论和技术基础； 3 扎实的编程基础，精通至少一门编程语言; 4 良好的逻辑思维能力，能够从海量数据中发现有价值的规律； 5 优秀分析、解决问题的能力，学习能力； 6 诚恳、踏实，对技术和工作充满热情； 7 具备良好的沟通能力和团队合作精神。



"
高级数据挖掘分析工程师,20k-30k,思路,"20k-30k,经验5-10年,本科",数据服务 / D轮及以上,"
职位描述：

岗位职责：
1、负责数据实施团队管理工作；
2、负责数据集成设计、数据问题处理、数据质量校验等数据实施工作；
3、用统计、机器学习的方法，结合预测的天气状况，预报未来的空气污染物浓度；
4、进行数据处理、模型实现、算法选择、模型计算环境部署和模型优化；

任职要求：
1、五年以上软件项目实施经验；能够带领团队进行中大型数据分析项目实施，包括业务需求理解，数据建模，数据处理，数据挖掘等数据分析工作；
2、熟悉常用的统计方法，比如假设检验、相关分析、因子分析、主成分分析、聚类分析等；
3、精通统计、机器学习，能用R或Python进行编程实现；
4、熟悉数据库（DB2，oracle, SQLSERVER，一门以上）；

丰富的福利
1、五险一金；
2、在夏季，我们为每位员工准备了防暑降温福利；
3、我们每年免费为员工进行一次全面的健康检查；
4、我们为优秀的员工办理户口调迁，为非北京户籍的员工办理人才居住证。

节日关怀
1、 国家节假日，我们为每位员工准备了福利；
2、我们记得每位员工的生日，并为过生日的员工准备了精美礼品；
3、员工结婚生子，我们也会送去祝福和礼品。
 
 
如果您有梦想，却没有地方实现，那么请您加入我们；如果您有激情，却没有地方爆发，那么也请您加入我们；如果您想拥有人生的第一桶金，却没有地方挖掘，那么就请您加入我们！
只要你有强烈追求成功的理想，只要你愿意得到别人的帮助，愿意付出你辛勤的汗水。思路创新将是你实现梦想的舞台！

"
数据挖掘工程师,25k-35k,凡普金科,"25k-35k,经验1-3年,本科",金融 / 不需要融资,"
职位描述：


职责描述：
1. 负责针对金融或者互联网金融等行业设计并开发各类大数据风控模型或用户模型；
2. 探索并分析各类数据源，结合具体业务场景，挖掘用户行为特点，设计大数据方案。
3. 结合客户需求及模型实际应用效果，不断优化模型算法，提升大数据能力。

任职要求：
1. 本科及以上学历，统计学、数学、计算机、电子工程等相关专业。
2. 三年以上金融/互联网金融领域标杆企业的模型开发经验；
3. 熟悉各类机器学习算法（逻辑回归、决策树、SVM、神经网络等），并至少对一种算法有深入理解。
4. 具有扎实的编程基础，熟悉主流的数据结构算法，能熟练运用Python、R等工具进行数据分析和模型建模。
5. 熟练掌握SQL/Hive，熟悉Hadoop/Spark，拥有海量数据处理经验者优先。
6. 优秀的团队合作精神和沟通表达能力，学习能力强，勤于思考，乐于面对挑战。
非常具有想象力的一项事业、金融和互联网的结合产品 

"
图像算法/数据挖掘/机器学习-P7/P8-高德,25k-50k,蚂蚁金服集团,"25k-50k,经验3-5年,本科","金融,移动互联网 / B轮","
职位描述：

商业数据-算法/NLP/机器学习/数据挖掘-多HC-P6/P7 

工作职责：方向一：算法高级工程师/架构师（HC3）
岗位描述：
1. 基于高德百PB级的地图行业数据，通过数据挖掘技术，建立多维度的地理属性画像，挖掘地理位置之间，人地之间的关系； 
2. 参与高德数据产品与应用的数据研发，发掘数据商业价值，为地图业务进行数据化赋能； 
3. 就具体业务问题，构建数据化解决方案，包括构建分析框架、进行专题分析，或对具体问题进行相关算法的设计与落地实现；
岗位需求：
1. 基于高德百PB级的地图行业数据，通过数据挖掘技术，建立多维度的地理属性画像，挖掘地理位置之间，人地之间的关系； 
2. 参与高德数据产品与应用的数据研发，发掘数据商业价值，为地图业务进行数据化赋能； 
3. 就具体业务问题，构建数据化解决方案，包括构建分析框架、进行专题分析，或对具体问题进行相关算法的设计与落地实现；

方向二：数据挖掘与分析高级工程师（HC1）
岗位描述：
1、负责阿里巴巴高德地图数据安全体系的搭建和策略设计，包括数据分析、规则模型的设计以及效果评估 
2、针对访问流量进行深度数据挖掘，提升数据安全的策略的准确性和识别率 
3、对高德行业数据进行挖掘学习，产出具有行业通用性的增值数据服务
岗位需求：
1、 精通数据挖掘、机器学习等基础方法与算法。 
2、 对常用的数据模型有深入的理解，能够对现实问题进行抽象并和模型匹配。 
3、 至少熟练掌握1-2种编程语言，具备良好的工程实现基础，能够对实现的算法和模型进行工程落地。 
4、 有良好的解决问题能力，具备创新突破精神，能独立领导跨部门复杂项目，或能同时主导多个项目并行及落地

方向三：数据挖掘技术专家（HC2）
岗位描述：
1. 用户画像：基于高德地图业务用户行为数据，通过大数据挖掘技术，建立多维度的用户属性画像和用户关系画像 
2. 数据挖掘：从海量日志数据中发掘有价值的信息，建立多个维度上的模型
岗位需求：
1. 本科及以上学历。计算机相关专业，并且在该方向上至少有2年以上工作经验 
2. 熟悉常用算法和数据结构，对数据挖掘、机器学习算法有较强的实现能力 
3. 具备linux环境研发能力，至少精通一门编程语言，熟悉shell/python/awk等 
4. 具备较强的数据敏感度和分析能力，能够针对业务提炼指标评估策略价值及发现关键问题 
具备以下条件者优先： 
1. 有Hadoop、Hive、Hbase、odps等海量数据研发经验优先 
2. 有用户行为、兴趣建模、画像等相关经验者优先

方向四：机器学习/数据挖掘/NLP资深工程师（HC2）
岗位描述：
1. 负责高德地图推荐系统的搭建和维护 
2. 负责大规模机器学习建模和优化推荐服务，选择合理的算法提升推荐效果 
3. 参与用户行为分析和挖掘，为算法和业务场景提供支持
岗位需求：
1、熟悉常用算法和数据结构，有很强的代码能力，至少熟悉python/c++/java中的一种 
2、理解机器学习基本算法的设计思想和求解手段，如SVM, LR, RF, Boosting等。有大规模机器学习系统研发经验或机器学习算法优化理论的研究经验者优先 
3、有广告系统、推荐系统等相关技术的研究或实践经验者优先

方向五：机器学习/数据挖掘/NLP算法研究员/架构师（HC2）
岗位描述：
1.通过CP的普通用户评论，提炼出具有代表性的用户印象或者评论标签，主要覆盖美食酒店休闲娱乐 
2.poi别名数据挖掘； 
3.query同义词数据挖掘； 
4.研究机器学习/自然语言理解/数据挖掘/计算广告学等领域的前沿理论并应用于业务、技术创新，构建业务理论体系，进行算法改进、架构优化和策略研发；
岗位需求：
1、硕士及以上学历。计算机专业机器学习、数据挖掘、自然语言处理方向；数学专业统计学、应用数学方向优先； 
2、熟悉机器学习、自然语言理解方向的一项或多项技术； 
3、理解机器学习基本算法的设计思想和求解手段，如SVM, LR, RF, Boosting等。有大规模机器学习系统研发经验或机器学习算法优化理论的研究经验者优先； 
4、熟悉NLP/NLU领域理论知识。有Ontology相关技术的研究或实践经验者优先； 
5、有商业系统、推荐系统等相关技术的研究或实践经验者优先； 
6、熟悉常用算法和数据结构，对机器学习算法有较强的实现能力，具备linux环境研发能力，至少精通一门编程语言。熟悉shell/python/awk/R/mapred等相关经验者优先； 
7、具备较强商业sense和数据分析能力，能够针对业务提炼指标评估策略价值及发现关键问题； 
8、具备良好的时间和流程意识，能够针对需求和目标给出合理的解决方案及排期； 
9、具备良好的学习能力和沟通交流能力，能够迅速熟悉业务、融入团队；
任职资格：P7


"
资深数据挖掘/算法工程师-客户运营,20k-40k,天猫,"20k-40k,经验1-3年,硕士","移动互联网,电子商务 / 上市公司","
职位描述：

岗位描述:
结合阿里的大数据和算法能力，提供赋能商家或品牌进行客户运营以及uni-marketing品牌营销相关的个性化推荐、人群生成与洞察、销量与趋势预测、营销投放、customer journey设计、内容生成等决策与辅助工具。具体工作职责如下：

1. 算法需求开发与优化，包括但不限于推荐系统、运筹优化、文本挖掘、预测与决策等方向；
2. 透过数据分析与实验设计快速验证商业假设；
3. 深入业务挖掘有商业价值的算法应用并进行技术预研和原型开发；
4. 跟踪最新机器学习进展。

岗位要求:
1. 计算机、运筹优化、数学相关专业硕士以上学历，算法相关工作经验一年以上；
2. 熟悉 Java、C/C++、Python其中一种开发语言，有数据结构与算法的基础；
3. 深入了解机器学习算法如 LR、GBDT、SVM、RL、DNN、CNN、RNN中的一部分或全部，有一定广度；
4. 乐于深入业务，成为业务专家，并能把业务和技术做有机的结合；
5. 出色的沟通能力，能承受一定工作压力，喜欢自我驱动的工作，有ownership。

有以下经验者优先：
1. 广告或商业类算法项目的实际经验
2. 有搜索引擎、推荐系统、大规模机器学习框架、深度学习应用、运筹优化、NLP等项目的实际经验
3. 长期跟踪机器学习领域的研究论文

"
